ID,Subset,Question,Translated Question,Options,Translated Options,Label,Category,Image Type,Image Source,License,image_path,tag,llava_agent_caption,clip_score,longclip_score,clip1_score,longclip1_score,cnr,c_number,completeness,cNumber_new_GPT_modified
5865687704275860878_1,"('Bengali', 'India')",ছবিতে দেখানো বোর্ডের সাথে এক সময়ে সর্বোচ্চ কতজন লোক খেলতে পারে?,Maximum how many people can play with the board in the image at a time?,['চার' 'এক' 'দুই' 'আট'],['Four' 'One' 'Two' 'Eight'],-1,Sports and recreation,External,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Ludo-2.jpg/640px-Ludo-2.jpg,Attribution,image_78.jpg,"board game, color, design, journal, maze, pattern, puzzle, quilt, square","The image shows a colorful board game with a square grid and four colored squares, which is related to the traditional Indian game of Snakes and Ladders. The game is a popular pastime in India and has cultural significance. The houses in the image have vibrant colors and unique designs, which reflect the cultural diversity of the area. The different colored houses may also serve as gathering places for social events or cultural celebrations, contributing to the community's identity and sense of place. The houses' colors and layouts may also influence the residents' social interactions and relationships within the community. Overall, the image and the conversation highlight the rich cultural heritage and traditions of India and the importance of cultural diversity in shaping the community's identity and sense of place.",0.302001953125,0.27001953125,0.302001953125,0.309814453125,0.0,0,0.5555555555555556,35
5865925804275544378_2,"('Romanian', 'Romania')",Cu ce este încălțat omul din imagine?,What shoes does the person in the picture have?,['sandale' 'șosete' 'opinci' 'cizme'],['sandals' 'socks' 'opinci' 'boots'],-1,Traditions / art / history,Self,Self-open,CC BY-SA,image_98.jpg,"artifact, cane, costume, display, dress, garment, man, museum, room, showcase, stand","The image features a man wearing a mask and holding a stick, which is a significant aspect of Indian culture. The mask is often used in traditional Indian dance performances and is believed to have protective powers against evil spirits. The colorful display in the background could be a part of a traditional Indian festival or celebration, as India is known for its vibrant and colorful celebrations. The people in the image contribute to the cultural atmosphere by showcasing the rich traditions and customs of their culture, highlighting the importance of preserving and promoting cultural heritage.",0.276123046875,0.234375,0.276123046875,0.204345703125,0.0,0,0.3636363636363636,32
5865925804277746579_0,"('Romanian', 'Romania')",În ce oraș este făcută imaginea?,In which city is the image taken?,"['Sinaia, România' 'Suceava, România' 'Brașov, România'
 'Hunedoara, România']","['Sinaia, Romania' 'Suceava, Romania' 'Brasov, Romania'
 'Hunedoara, Romania']",-1,Geography / buildings / landmarks,Self,Self-open,CC BY-SA,image_112.jpg,"building, castle, city wall, fort, medieval, moat, tower, scaffold","The image features a large building with a bridge leading to it, which reminds the India Agent of the forts and palaces in India. The Romania Agent, on the other hand, sees a castle with a bridge leading to it, which is related to Romanian culture as castles have been a significant part of Romania's history and architecture. The castle-like building likely serves as a symbol of the region's cultural heritage and history, reflecting the architectural and cultural influences of the time period it was built in, and playing a significant role in the local culture and traditions of the region.",0.256103515625,0.228759765625,0.256103515625,0.1824951171875,0.0,0,0.25,26
5865925784271117073_0,"('Romanian', 'Romania')",Care este numele acestei obicei tradițional?,What is the name of this traditional custom?,['Carnaval' 'Jocul cu capra' 'Joacă' 'Horă'],['Carnival' 'Goat play' 'Play' 'Dance'],-1,Traditions / art / history,External,https://upload.wikimedia.org/wikipedia/commons/6/68/Frumosu%2C_Suceava%2C_31.12.2011_-_Capra_%281%29.jpg,CC BY-SA 4.0,image_122.jpg,"alley, wand, blanket, boot, coat, decorate, dress, person, man, maraca, quilt, stand, walk, wear, woman","The image features a person dressed in traditional Indian attire, holding a spoon in the air. The person is likely participating in a cultural event or celebration that involves the use of a spoon. The conversation among different people revolves around the cultural background of the image and the significance of the person's attire and the spoon. The participants discuss the possible cultural event or celebration that the person in the costume could be participating in, as well as the potential significance of the spoon in the context of the image. Overall, the image and the conversation highlight the rich cultural heritage and traditions of India, as well as the importance of preserving and showcasing these traditions in modern times.",0.22119140625,0.1988525390625,0.22119140625,0.1878662109375,0.0,0,0.4,29
5865925794279226560_0,"('Romanian', 'Romania')",Cum se numește acest desert?,What is the name of this dessert?,['Cozonac' 'Gogoașă' 'Clătită' 'Plăcintă'],['Sweet bread' 'Donut' 'Crepe' 'Pie'],-1,Cooking and food,External,https://upload.wikimedia.org/wikipedia/commons/e/e1/Cozonac4.JPG,GFDL,image_124.jpg,"banana bread, bread, cake, chocolate cake, table, plate, food, napkin, nut, pastry, platter, sit, slice, sprinkle, tablecloth, topping, tray","The image features a loaf of bread with seeds on top, sitting on a doily. This bread is likely nian gao, a traditional Chinese bread with cultural significance in Chinese folklore. The seeds on the bread may symbolize good luck and prosperity, and the loaf of bread is used in various cuisines around the world. The dining table also holds cultural significance in China, often used for family meals and social gatherings.",0.307373046875,0.2242431640625,0.307373046875,0.266845703125,0.0,0,0.1764705882352941,21
5920593844271777115_2,"('Tamil', 'India')",படத்தில் சாப்பாட்டுடன் தொட்டுவதற்கு எந்த உணவு காணப்படுகிறது?,Which complementary items are seen in the image?,['வெண்ணெய்' 'தக்காளி சட்னி' 'தயிர்' 'தேங்காய் சட்னி'],['Butter' 'Tomato Chutney' 'Yogurt' 'Coconut Chutney'],-1,Cooking and food,Self,Self-open,CC BY-SA,image_132.jpg,"bowl, burrito, condiment, table, dinning table, dip, plate, food, guacamole, meal, napkin, platter, salsa, sauce, silverware, soup, tortilla, tray, utensil, white","In the image, there is a plate of food with a variety of dipping sauces and a bowl of soup. The use of a spoon, fork, and knife suggests that the person is following the cultural norms of dining in this setting. The wrap and sauces on the tray are commonly found in Indian cuisine, particularly in the southern region. The soup in the bowl could represent the culinary traditions of a specific culture, but without more information about the ingredients and preparation method, it is difficult to determine the exact culture represented. The person in the image contributes to the cultural context of the scene by enjoying a meal that includes a bowl of soup, a wrap, and some sauces on a tray, following the cultural norms of dining in this setting.",0.295654296875,0.220947265625,0.295654296875,0.2357177734375,0.0,0,0.35,30
5865910684271696881_0,"('Chinese', 'China')",这个标志性建筑物是什么？,What is the landmark buildings?,['广州塔' '虎丘塔' '大雁塔' '雷峰塔'],['Guangzhou Tower' 'Huqiu Tower' 'Da-Yan Tower' 'Leifeng Pagoda'],-1,Geography / buildings / landmarks,External,https://www.flickr.com/photos/13523064@N03/5233266783/in/photolist-8YrRTD-8YrPft-8YhMg4-8YhJeV-8YhGEP-9sQwCM-8YhKRe-93GxkD-93GxPX-93KCkm-93KBXj-93KBV9-93GxG4-93KC19-93GxxX-93KEem-93Gyoa-93GzwD-93KCBA-93GzSX-93Gybg-93KCvy-LygXxx-AtBjvJ-ALdjyZ-bWaSGu-93KEjG-93GA9a-93GyDV-93GyT8-93KD6y-93KDVU-fVH1JZ-zPjMak-pRyAwf-pRyM7d-pz6rcS-oUCTZW-pyZKzp-oUCZsE-oUCWDJ-zPbFLm-pq2PpP-ef3QAK-aK8hpe-aK99ce-gHmgv6-GR4gjN-brTw2e-dW3VX4,Attribution-ShareAlike License,image_136.jpg,"building, color, light, illuminate, night, night view, tower","The image features a tall, colorful tower that resembles a rainbow, which is reminiscent of the Hindu temple architecture. The tower's vibrant colors and unique design play a significant role in shaping the city's identity and sense of place. The tower's design and colors resonate with the city's artistic and creative community, inspiring them to incorporate similar elements in their work. The tower's unique design and vibrant colors also create a sense of wonder and excitement, which attracts visitors from all over the world. Overall, the tower's design and colors contribute to the city's tourism industry and its appeal to visitors.",0.36279296875,0.227294921875,0.36279296875,0.23681640625,0.0,0,0.4285714285714285,22
5865687724279670501_1,"('Bengali', 'India')",এই খাবারে প্রধানত কোন উপাদান ব্যবহার করা হয়?,What ingredient is mainly used in this food?,['টমেটো' 'পেঁপে' ' পনির' 'মিষ্টিকুমড়া'],['Tomato' 'Papaya' 'Indian Cottage Cheese' 'Pumpkin'],-1,Cooking and food,Self,Self-open,CC BY-SA,image_137.jpg,"bowl, condiment, table, plate, food, fruit, pepper, pickle, salsa, sauce, tomato, tomato sauce","The image shows a bowl of food on a wooden table, with a red sauce in it. The red sauce is a key ingredient in many popular dishes in Indian cuisine, such as tomato-based curries, chutneys, and salsas. In Romanian cuisine, the red sauce is often used as a base for other dishes, such as mămăligă, a traditional dish made with cornmeal and served with a red sauce made from tomatoes, onions, and spices. In Chinese cuisine, the red sauce is often used as a base for dishes like Kung Pao Chicken and Sichuan-style Mapo Tofu. The presentation of the red sauce in the bowl can reflect the cultural values of the people who prepared it in several ways. The red sauce is often used in various rituals and traditions in Romanian culture, such as during Easter celebrations and traditional Romanian weddings.",0.30712890625,0.261474609375,0.30712890625,0.302978515625,0.0,0,0.4166666666666667,36
5865910694274374769_1,"('Chinese', 'China')",图中的这种运动在中国通常流行于哪个年龄阶段？,At what age group is the sport in the picture usually popular in China?,['儿童' '年青人' '青少年' '中老年人'],['Children' 'Youth people' 'Teenagers' 'Middle-aged and elderly people'],-1,People and everyday life,External,https://www.flickr.com/photos/101847634@N05/9762416746/in/photolist-fSEWo7-TnPbPy-aX9QLT-fSFzC4-4bUmp9-21JNkNb-9swN3-7uRjAr-dHb249-fADE9R-kJi91K-p8c9SX-2eEtBfw-ifkxDY-beAzhc-cvNtes-8umj9K-fFGWcM-XiTwPn-jgPck3-euPw5z-dofHVn-23FcgxN-grV6G8-HBXub-eDKSfQ-aeMBZZ-i4yBuo-HC4xP-jr6gy4-avQU66-nSFiHH-aeQzh9-2p23T1t-dB17rh-2obBhKE-zRVvd-7LQtmY-2ydPDJ-dH5F9n-ekrg9L-ekkvTn-ekrg67-ekrfPG-98LaUB-8LRmR2-fEZu1J-998Lhf-25QPN3o-53mDcd,Attribution License,image_147.jpg,"car, child, dance, person, karate, man, martial, park, pavement, practice, woman, youth","The image shows a group of people practicing martial arts in a park, surrounded by parked cars. The conversation among different people revolves around the role of martial arts in different cultures, particularly in India and China. The individuals' choice of location for practicing martial arts, such as a park or an open area, reflects cultural values and traditions in unique ways. In India, the parked cars in the image represent the blending of modern and traditional aspects of culture, while in China, practicing martial arts in a park or an open area allows individuals to connect with nature and embrace the spiritual aspects of the practice. This choice of location reflects their cultural emphasis on harmony with nature and the pursuit of balance and inner peace.",0.35107421875,0.274169921875,0.35107421875,0.28466796875,0.0,0,0.5,30
5865925804271807580_0,"('Romanian', 'Romania')",Ce fel de mâncare este în imagine?,What food is in the picture?,['mici' 'gogoși' 'pârjoale' 'sarmale'],['mici' 'donuts' 'meatballs' 'stuffed cabbage rolls'],-1,Cooking and food,Self,Self-open,CC BY-SA,image_155.jpg,"table, plate, dumpling, food, fork, meat, pastry, white","In the image, there is a plate with a fork and three stuffed cabbage rolls. The plate is round and made of ceramic or porcelain material, and the fork is made of metal and has a silver or gold color. The plate and fork are commonly used in Western countries for eating. From the culture-related discussion, it can be learned that in India, the plate is usually round or oval in shape, and the fork is typically silver or stainless steel in color. In Romania, the plate is usually round and made of ceramic or glass, and the fork is a utensil with four tines used for eating solid food. In China, the plate is usually round and made of ceramic or porcelain material, and the fork is commonly used to pick up and hold food while eating. Overall, the conversation and image provide insights into the different uses and appearances of tableware in various cultures.",0.3212890625,0.265869140625,0.3212890625,0.3154296875,0.0,0,0.75,27
5920593834275139325_0,"('Tamil', 'India')",நடுவில் உள்ள வெள்ளை நிற காய்கறி எது?,What is the white vegetable in the middle?,['இஞ்சி' 'உருளைக்கிழங்கு' 'பூண்டு' 'வெங்காயம்'],['Ginger' 'Potato' 'Garlic' 'Onion'],-1,Cooking and food,Self,Self-open,CC BY-SA,image_162.jpg,"basket, lamp, floor, garlic, man, market, onion, potato, produce, vegetable","In the image, there is a person sitting on a blanket with a bowl of garlic and a basket of potatoes. The person is wearing a blue shirt. The conversation among the people from different countries is about the significance of garlic and potatoes in their cultures. Garlic is used in various cuisines for its medicinal properties and to enhance the flavor of dishes. In Romanian culture, garlic is believed to have medicinal properties and is often used to ward off evil spirits, while in Chinese culture, garlic is considered to have health benefits and is often used in cooking to enhance the flavor of dishes. Potatoes are also popular in both countries and are used in many traditional dishes. As a person from China, I can tell you that garlic and potatoes are both considered to be healthy and nutritious ingredients in our culture. Garlic is believed to have medicinal properties and is often used in traditional Chinese medicine to treat a variety of ailments. It is also a popular ingredient in many Chinese dishes, such as stir-fries, soups, and stews. As for potatoes, they are a staple food in many parts of China and are used in a variety of dishes, including potato soup, fried potatoes, and potato salad.",0.2890625,0.22412109375,0.2890625,0.2451171875,0.0,0,0.6,41
5865687724271203845_1,"('Bengali', 'India')",চিত্রে দেখানো তিন দিক নির্দেশিত জিনিস দ্বারা সাধারণত কোন দেবতাকে বোঝানো হয়?,Which god is usually signified by the three way pointed thing shown in the image?,['ব্রহ্মা' 'কৃষ্ণ' 'শিব' 'বিষ্ণু'],['Brahma' 'Krishna' 'Shiva' 'Vishnu'],-1,Traditions / art / history,Self,Self-open,CC BY-SA,image_164.jpg,"antler, campfire, trumpet, floor, grill, iron, pitchfork, pot, rake, sand, stick, tool","The image features a statue of a trident, a bowl, and a stick. The trident is a symbol of power and authority in Hinduism, while the bowl is a common household item in many cultures, including Romania and China. In Romanian culture, the trident is associated with the god of the sea, Neptune, and is often used as a symbol of protection and strength. The bowl is used in various religious practices and ceremonies, highlighting the importance of faith and tradition in Romanian society. The stick may be used for self-defense or as a tool for divination, depending on the context. Overall, the objects in the image reflect the values and beliefs of the societies they originate from by serving as symbols of spirituality, abundance, and cultural heritage.",0.265380859375,0.2069091796875,0.27392578125,0.240234375,0.0,0,0.25,32
5865687704278461802_1,"('Bengali', 'India')",ছবিতে দেখানো দেবতাকে কীভাবে পূজা করা হয়?,How is the deity depicted in the picture worshipped as?,['জ্ঞানের দেবী' 'স্বাস্থ্যের দেবী' 'স্থাপত্যের দেবী' 'সাপের দেবী'],"['Goddess of knowledge' 'Goddess of health' 'Goddess of architecture'
 'Goddess of Snakes']",-1,Traditions / art / history,Self,Self-open,CC BY-SA,image_168.jpg,"deity, doll, figurine, footstall, person, sculpture, shrine, statue, sword, temple, toy, worship","The image features a statue of a woman holding a knife and surrounded by vegetables. The statue represents the Hindu deity Kali, the goddess of destruction and transformation. The vegetables surrounding her have cultural significance in Hinduism. The image also sparked discussions about the symbolism of the knife, the banana, the clock, and the book and cell phone in the context of Hindu culture.",0.2646484375,0.2401123046875,0.2646484375,0.2210693359375,0.0,0,0.4166666666666667,14
