Dataset,ImagePath,ImageFileName,Human1 Caption,Human2 Caption,Human3 Caption
CVQA,image_944.jpg,image_944.jpg,"The picture shows a middle-aged Asian man sitting on a sofa and playing the erhu. There are books similar to sheet music on the sofa, and ceramic tea sets on the coffee table in front of him. The erhu is a traditional Chinese musical instrument. Playing music while drinking tea is considered a leisurely and elegant relaxation and hobby in China.","This picture shows an Asian man with dark brown eyes playing the erhu while sitting on a lake green leather sofa at home. There is music score on the sofa seat on the right and tea set on the coffee table. The erhu is a conventional Chinese musical instrument, which is always considered as a tough instrument, since it is hard to handle, and a lot of people believe that they cannot play a beautiful song with erhu. However, the master of erhu can always show a great performance.","This picture shows a middle-aged man playing the erhu, an important traditional Chinese musical instrument that plays an important role in Chinese folk music performance."
CVQA,image_842.jpg,image_842.jpg,"The picture shows a giant panda leaning on a rock and eating bamboo. The giant panda is China's national treasure, also known as an animal living fossil. They mainly live near Sichuan, China. In recent years, in order to protect and breed the giant panda population, people have also built many giant panda protection and breeding bases.","This picture shows a panda eating a bunch of bamboo leaves at what appears to be a breeding center. Panda has been extremely famous in around the world, which is also a symbol of China. Pandas live in Sichuan province only, due to the specific natural environment and the most comfortable moisture for pandas. The most regular food for panda is the bamboo, which will provide with enough energy and fibers for pandas to survive.","This image shows a panda eating bamboo. Pandas are China's national treasure, known worldwide for their black and white colors and simple appearance. Bamboo is the panda's favorite food. Pandas were once an endangered species, but now their numbers have recovered to a certain extent under human protection. However, they are still one of China's most representative cultural symbols."
CVQA,image_666.jpg,image_666.jpg,"The picture shows a scene of a Chinese garden. The picture shows willow trees, a stream, a stone bridge, grass, shrubs, pavilions and other very common elements in Chinese gardens. The principle of harmony between man and nature is also an important pursuit of Chinese garden design. The roof of the pavilion is also a typical Chinese architecture.","This picture shows a Chinese garden. The main body of the picture is a small river. Some tourists are walking on the bridge over the river. On the left are some branches and leaves of willow trees, and on the right is a traditional Chinese pavilion. Such a construction style is an antient Chinese construction, which shows the content of ""Fengshui"" in Chinese people thinking. Facing a river in a building was believed good for people in both luck and health in the ""Fengshui"".","This image shows the scenery of Suzhou classical gardens. The flowing water, courtyards, small bridges, green trees and stone banks in the picture are all important elements of Suzhou gardens. The core characteristics of Suzhou gardens are the ever-changing scenery. The quaint Suzhou gardens have become one of the representatives of traditional Chinese architecture and a world cultural heritage."
CVQA,image_706.jpg,image_706.jpg,"The picture shows a traditional Chinese sword. In ancient China, swords were a symbol of status and culture. Scholars and generals often wore swords around their waists or had words engraved on their swords. The words engraved on the sword in the picture are in ancient Chinese and difficult to read, but the shape resembles the Sword of Gou Jian, King of Yue.","This picture shows the sword of King Gou Jian of Yue, placed on a display stand in the museum, which is a very famous weapon in China. This sword was made thousand years ago, and it is still very flexible till now. The manufacturing skills and materials of this sword make people shocked. ","This image shows the Sword of Goujian, King of Yue. The Sword of Goujian, King of Yue, is a bronze sword from the Spring and Autumn Period. It was used by Goujian, King of Yue during the Spring and Autumn Period in China. It is also a very precious cultural relic in China today. Goujian is famous in Chinese history for his story of enduring humiliation, sleeping on firewood and tasting gall in order to avenge the State of Wu."
CVQA,image_397.jpg,image_397.jpg,"The picture shows a yellow flower and the green leaves and fruits next to it. The stamens of the flower can be clearly seen. The type of flower is difficult to identify, but flowers often have beautiful meanings in Chinese culture, such as the idiom ""flowers are in full bloom""  (hua hao yue yuan) and so on.","This picture shows a close-up of a small yellow flower with many stamens and green branches and leaves surrounding the flower. People would like to grow kinds of flowers as decorations in their yards, to increase the joys of lifes. ","This image shows a yellow flower in full bloom, with its petals fully opened to reveal its stamens, against a backdrop of lush green leaves."
CVQA,image_742.jpg,image_742.jpg,The picture shows four meat patties or donkey meat huoshao placed in a bamboo basket. Donkey meat huoshao is a specialty of northern China. It is a very popular snack made by sandwiching meat between dough patties and adding other ingredients.,"This picture shows four shortbreads with meat in a bamboo basket, which is a traditional local food in Xi'an city in China, which attracts a lot of visitor to have a try.","This image shows donkey meat hot buns. Four prepared donkey meat hot buns are placed on a woven plate. Donkey meat hot buns are a delicacy popular in northern China, especially in Hebei Province. Marinated donkey meat is chopped and sandwiched in long strips of pancakes. The pancakes are crispy and the donkey meat is delicious, making this nationally famous delicacy."
CVQA,image_729.jpg,image_729.jpg,The picture shows the inscriptions on the rocks of the mountain. Carving words on rocks is a traditional custom in ancient China. People often carve poems and aphorisms on the rocks of the mountain to express their ambitions or emotions or as a mark and commemoration.,"This picture shows a stone wall covered with poems and words, with the words in red, blue and gold. In the antient China, poets and famous people would like to labeled on the rock or some special places when they came to a new location, such as a mountain or a building. They would like to sign their name or create a poem to show they came here. ","This photo was taken at Mount Tai in Shandong Province, China. These are the inscriptions on the stone walls of Mount Tai, in different colors and fonts, engraved in different historical periods, with different background stories, forming an important cultural landscape of Mount Tai."
CVQA,image_358.jpg,image_358.jpg,"The picture shows a tiger. In China, tigers are protected animals. There are Siberian tigers, South China tigers and other species. In order to protect them, people have established protection and breeding bases. This tiger does not seem to be wild.","This image shows a yellow tiger walking on rocks covered with weeds. The tiger is always believed as a symbol of power, and people in China notice that the pattern at the front head of a tiger looks like the character of ""king"" in Chinese. So many animal parks would like to raise a tiger to attract visitors.",This image shows a South China tiger in China. The tiger is seen crawling down a rock wall. The South China tiger is a subspecies of tiger unique to China and appears in many Chinese folk tales and literature.
CVQA,image_671.jpg,image_671.jpg,"The picture shows a winding river on a prairie, as well as mountains and blue sky and white clouds in the distance. Such scenery is common in the prairie of northwest China, where the land is vast and the population is sparse, and people mainly engage in animal husbandry.","This picture shows the scenery of a prairie, with blue sky, white clouds, large grassland, and a winding river. People working in the city would like to choose a place like this to have a rest, since the open view makes them feel comfortable in comparison with the busy traffic in a city.","This image shows a vast wetland grassland. The winding water flows among the green grassland, and the rolling hills in the distance form a very beautiful picture under the blue sky and white clouds."
CVQA,image_225.jpg,image_225.jpg,"The picture shows two classic roles of Peking Opera. There are many classic roles in Peking Opera, such as Xiaosheng, Huadan, etc. Peking Opera is one of the most famous traditional Chinese dramas and is also known as the quintessence of China.","This image shows a scene from a Chinese drama, with a red-faced actor and an actor wearing multiple felt hairpieces dancing on stage. The Chinese drama can be devided into many different parts, such as Beijing opera, Sichuan opera, and Anhui drama. They have similar clothing but saying different accent in the show, which are actually the luxary way of joy in the antient, but a very meaningful culture of China in the present.","This image shows a martial arts scene from a Chinese Peking Opera performance. Peking opera is the quintessence of Chinese culture and one of the most important cultural performance forms. The male martial arts characters are called Wusheng, who perform fierce fighting scenes through stylized martial arts movements."
CVQA,image_994.jpg,image_994.jpg,"The picture shows a middle-aged Asian man sitting on a sofa and playing the erhu. There are books similar to sheet music on the sofa, and ceramic tea sets on the coffee table in front of him. The erhu is a traditional Chinese musical instrument. Playing music while drinking tea is considered a leisurely and elegant relaxation and hobby in China.","This picture shows a clay sculpture of an Asian man's head and neck. The clay sculpture is about 45cm tall and was made in 1997 by Pan Junhong. The clay is a common material for making items and also sculpture, which were used to make decorations for a long time. There were also many bowls and plates made with clay in the antient of China. People would like to use caly to make items for luxary in the current time, which is a symbol of high-level taste now.","This picture shows a middle-aged man playing the erhu, an important traditional Chinese musical instrument that plays an important role in Chinese folk music performance."
CVQA,image_932.jpg,image_932.jpg,"The picture shows the table tennis rackets and a pile of table tennis balls in a basket. This may be a scene in a training hall or a school sports equipment warehouse. Because it is easy to get started and does not require a high venue, table tennis has a broad mass base in China and is also one of China's advantage events in the Olympic Games.","This picture shows a corner with many ping-pong rackets and a basket of ping-pong balls, with sunlight pouring in from above. The ping-pong is a competative sport origined from China, which is also a popular sport in the Olympic game. Chinese people like playing ping-pong very much, and there are many ping-pong facilities in China communities.","This image shows many table tennis rackets and table tennis balls. Dozens of ping pong balls are stored in boxes, and yellow ping pong balls are stored in plastic baskets. Table tennis rackets and ping pong balls are the core equipment of table tennis. Table tennis is an important and popular ball sport in the world. It has simple equipment, small venues, and is very interesting and competitive. It is one of the sports that China is best at."
GeoDE,EastAsia/China/China_toy_38482.jpg,China_toy_38482.jpg,"The picture shows another Lego toy car. This kind of car is a popular toy among children nowadays, and there are more and more Lego stores in China.","This picture shows a four-wheel car made of LEGO bricks. Four-wheel cars are tools that people use to move around, usually using oil as fuel. In recent years, there have been many cars powered by electricity, which is cheaper","This picture shows a small car building block toy. This car has four black wheels, a gray-white seat and two gear levers. It is a relatively simple building block toy."
GeoDE,EastAsia/China/China_jug_52606.jpg,China_jug_52606.jpg,"The picture shows a commonly used kettle. In China, people have the habit of drinking hot water. This kind of thermos is usually used to store drinking water for daily drinking or mealtime.",The picture shows a kettle placed on a white table with a sign saying it will keep warm for 24 hours. A kettle is a tool that people use to keep warm. It is usually made of iron and can be used to store hot or cold water,"This picture shows a thermos kettle. The kettle has a brown lid, a black spout and a metallic body. The brand of the kettle is DAYDAYS. The bottle is marked with features such as 24-hour long-term heat preservation."
GeoDE,EastAsia/China/China_hat_30326.jpg,China_hat_30326.jpg,"The picture shows a denim hat on a yellow sofa. This kind of hat is very popular in China, and the sofa cover in the background is also a common style.",This image shows a cap placed on a green table. The hat is dark blue and has a picture of the Pink Panther on the top. Pink Panther is a popular fashion item pursued by young people,This image shows a dark blue baseball cap with a pink leopard head pattern on the surface. The cap is placed on yellow fabric with white floral print.
GeoDE,EastAsia/China/China_light_fixture_31045.jpg,China_light_fixture_31045.jpg,"The picture shows a ceiling light that seems to be common in dance parties. This kind of light is usually seen in bars, dance halls or KTV places in China","This picture shows a very artistic lamp. The whole body of the lamp is silver, with some vertical and horizontal patterns, the sense of art is given by people to an item, the range of art is very wide, usually describes the art in line with people's review","This picture shows a silver ceiling lamp. The main body of the lamp is metallic silver with irregular grid patterns, and the bulb has red decorations."
GeoDE,EastAsia/China/China_cleaning_equipment_35423.jpg,China_cleaning_equipment_35423.jpg,Image shows a sweeping tool with a wooden floor in the background.,"This image shows a pink mop hanging upside down against a wall. The mop is used to clean up water stains on the ground, or to clean up stubborn stains on the ground, which can not be cleaned up with a broom, so the mop was invented",This image shows a mop. The handle of the mop is light purple and the head is gray. The background is yellow marble wall and floor tiles.
GeoDE,EastAsia/China/China_chair_28922.jpg,China_chair_28922.jpg,The picture shows a wooden chair placed on the floor. The chair is a common style.,"This picture shows a stool made of wood, with armrests on both sides of the stool. The stool is a natural product of the development of human civilization, and it is highly functional. At present, many different types of stool have been derived to cope with different occasions","This image shows a chair made of wood and metal. The seat and back are made of wood with a wood texture, the legs and armrests are made of metal tubes, and the armrests have black plastic."
GeoDE,EastAsia/China/China_tree_40925.jpg,China_tree_40925.jpg,"The picture shows a common street scene in China, with pedestrians, roadside trees, road signs and advertisements underneath them. The sidewalks are also a common style in China.","This picture shows a street scene in China. There are pedestrians on the side of the road, bus stops and trees. The picture is composed of many factors. The streets of China are clearly characterized and have some socialist feel","This is a street view photo taken on Hanwang Road. In the picture, there are pedestrians in black, sidewalks, roads, green trees on the roadside, and yellow high-rise buildings in the distance."
GeoDE,EastAsia/China/China_toy_38538.jpg,China_toy_38538.jpg,"The picture shows a doll-like toy, the doll is wearing Chinese Hanfu, there is a pipa next to it, and the packaging is written with Chinese characters such as Chenxiang Princess, Chinese Culture, Ancient Style and National Trend. This kind of doll first became popular after Barbie dolls, and now China also has doll toys that conform to its own national characteristics.","The picture shows a doll dressed in an ancient Chinese traditional costume, Hanfu, which is an important part of Chinese culture and usually has long hemlines. Hanfu has a distinct ethnic identity","This picture shows a Hanfu doll toy with Chinese characteristics. The doll is a female, named Princess Chenxiang, wearing Hanfu, with a pink top and a blue skirt, and a pipa model next to her."
GeoDE,EastAsia/China/China_road_sign_44502.jpg,China_road_sign_44502.jpg,"The picture shows a road sign with Chunsheng Street written in Chinese characters, and Qixing Street next to it. The right side of the picture shows the common transmission lines on Chinese streets, and the residential building style next to it is also the classic Chinese building style commonly seen in cities.","This picture shows a Chinese street sign with chunshengjie Chinese characters and pinyin. Chinese characters are one of the most important components of China. Since the oracle bone inscriptions five thousand years ago, Chinese characters have been upgraded and iterated from generation to generation, experiencing seal characters, regular script and many other fonts","This picture shows a road sign with the words ""Chun Sheng Street"" written on it in white letters on a blue background."
GeoDE,EastAsia/China/China_streetlight_lantern_39688.jpg,China_streetlight_lantern_39688.jpg,"The picture shows a Chinese street lamp, which is usually used for street lighting and imitates the appearance of ancient Chinese lanterns.","This picture shows street lamps one by one. Street lamps are used by people to light streets. With the development of human society and civilization, there are more and more such infrastructure, such infrastructure as street lamps can reflect the level of economic development of this country to some extent",This picture shows a street lamp. The street lamp is a white sphere with a black pole. This type of street lamp is one of the most common types of street lamps. There are some traces of pink on the surface of the street lamp in this picture.
GeoDE,EastAsia/China/China_front_door_59882.jpg,China_front_door_59882.jpg,The picture shows what a Chinese door looks like. The photo was taken inside the room. People usually put a doormat at the door and post couplets on the outside of the door.,"This picture shows a wooden door, used for anti-theft and security protection, in Chinese Confucian culture, the best society is the Datong society, the road does not pick up the lost, and now the endless variety of security doors on the market reveal the public security problems and economic development status to a certain extent",This picture shows a wooden door. The door is brownish red with silver handles and locks. There are two irregular trapezoidal patterns on the door.
GeoDE,EastAsia/China/China_boat_61475.jpg,China_boat_61475.jpg,"The picture shows a simple speedboat dock on a lake or sea, with lifebuoys, speedboats and other items in the picture","This image shows a submarine. Submarines were first widely used as military equipment, especially during the two world Wars. They symbolize hidden power and strategic advantage. Submarines are also used for scientific research and exploration. They have helped humans gain insight into the depths of the ocean, revealing many previously unknown Marine life and geographical phenomena.","This picture shows a speedboat parked on the shore. The boat is blue and white, has 6 blue seats and a black engine."
GeoDE,EastAsia/China/China_light_fixture_31044.jpg,China_light_fixture_31044.jpg,The picture shows an indoor chandelier. This indoor chandelier adopts a modern design and simple style. The photo seems to be taken in a room.,"This picture shows a chandelier, which has a deep cultural background as a lighting device and decoration. It not only plays an important role in practicality, but also has rich connotations in symbolic meaning, artistic expression and social status.","This picture shows a white ceiling lamp. The lamp is suspended from the ceiling by a lamp rope, and the lampshade is a white hemispherical shape with some dust on the surface."
GeoDE,EastAsia/China/China_chair_5580.jpg,China_chair_5580.jpg,The picture shows a wooden chair. The style of the chair is a combination of the style of traditional Chinese wooden benches and modern structures. The floor and cabinets in the background are also made of wood. Wooden furniture is very popular in China.,"This image shows a chair woven from bamboo, a time-honored tradition in China, Japan and Vietnam. Through hand weaving and structural design, the bamboo chair not only reflects the wisdom and skills of the craftsmen, but also inherits the handicraft tradition of the culture. In these cultures, bamboo chairs are regarded as the crystallization of craftsmanship and are an important part of the cultural heritage.","This image shows a wooden chair. The seat is made of woven wood strips, the back is made of two wide crossed strips, and the legs and back frame are made of wood."
GeoDE,EastAsia/China/China_chair_29434.jpg,China_chair_29434.jpg,Image showing an office chair with a wooden floor in the background,"This picture shows an assembly line chair made of modern technology, which is a representative of modern industrial assembly line products. It is usually composed of parts and needs to be assembled by people themselves for easy transportation","This image shows a swivel chair. The seat of the swivel chair is made of black fabric, and the back and armrests are made of white plastic. The legs of the swivel chair are made of metal, and the wheels are made of black plastic. The swivel chair is placed on a wood-grain floor."
GeoDE,EastAsia/China/China_flag_58544.jpg,China_flag_58544.jpg,"This picture shows a Chinese national flag. The red background of the flag symbolizes the revolutionary martyrs, the large five-pointed star symbolizes the party, and the four stars around it symbolize the unity of all ethnic groups around the Party Central Committee. In China, state-owned enterprises usually hang flags indoors when holding major meetings or international conferences.","This picture shows a Chinese national flag with five stars. The design of the five-star Red Flag was completed by Chinese Zeng Liansong in 1949. The flag is red, with five yellow stars in the upper left corner, one large star to the left and four smaller stars to the right. Red: Symbolizes the revolution and the great sacrifices and struggles made by the Chinese people in the process of fighting for independence and liberation.​","This picture shows a national flag of the People's Republic of China. The Chinese national flag is a five-star red flag, which is a red flag with five yellow five-pointed stars in the upper left corner. The four small stars in the flag pattern surround the right side of a large star in a semicircle. The large five-pointed star symbolizes the Communist Party of China, and the four small five-pointed stars symbolize the working class, the peasant class, the urban petty bourgeoisie and the national bourgeoisie."
GeoDE,EastAsia/China/China_dustbin_25592.jpg,China_dustbin_25592.jpg,The picture shows a white smart trash can with a wooden floor in the background. There is a cute dog pattern on the trash can. This kind of trash can can open the lid without touching the trash can and is becoming more and more popular in homes.,"The picture shows a garbage can. The wide use of garbage cans is closely related to the awareness of environmental protection in modern society. With the acceleration of industrialization and urbanization, the waste problem has become increasingly serious. The appearance and popularization of garbage cans marks the society's attention to garbage disposal and environmental hygiene.","This picture shows a white trash can with a black and white puppy pattern on the lid and two blue switch buttons, and the trash can is cylindrical."
GeoDE,EastAsia/China/China_streetlight_lantern_39702.jpg,China_streetlight_lantern_39702.jpg,"The picture shows a scene on a Chinese street. There is parking on the inside of the street, and in the distance is an office building. On the first floor of the office building are some shops and investment advertisements. This kind of office building is very common in China. Usually, the building is the office space of some companies or offices, and the first floor is usually shops for the public.","This photo shows a building in China, with almost all Windows on this side, which is used as an office building, which is rented out to different companies as office space","This picture shows a building in China. The ground floor is used for shops, and the upper floors are for residents. The building faces the street, and there are many cars parked in front of it."
GeoDE,EastAsia/China/China_hairbrush_comb_28555.jpg,China_hairbrush_comb_28555.jpg,"The picture shows a simple plastic comb placed on a black table. In China, combs can be regarded as handicrafts, and sometimes there are exquisitely crafted combs made of fine materials such as peach wood.","This photo shows a comb made of plastic. Comb has a long history as a tool commonly used by women, from the first wood comb, bamboo comb, and then horn comb, and now there are novel air cushion combs on the market to adapt to the new needs of people today","This picture shows a black plastic comb. This is a fine-tooth comb, one of the most common combs. The comb in the picture has a lot of dust on its surface."
GeoDE,EastAsia/China/China_road_sign_44521.jpg,China_road_sign_44521.jpg,"The image shows a common street speed limit sign in China. The sign says 14km/h, and the Chinese characters for ""slow"" and ""decelerate slowly"". There are usually no stop signs in China. There are coconut trees in the background, indicating that the photo was probably taken in southern China.","This photo shows a traffic sign, which is used to tell people to slow down. The traffic sign is the product of people entering the age of steam with cars. It represents the development of society and shows the gradual improvement of traffic laws","This picture shows two road signs. The upper one is a speed limit sign of 15 kilometers per hour, composed of a red circle and black numbers. The lower one indicates a sign to slow down."
GeoDE,EastAsia/China/China_light_switch_31833.jpg,China_light_switch_31833.jpg,"The picture shows a home lighting switch with a circle of decorations around it. The pattern uses the shape of flowers. In China, many people choose to add some decorations to the switch when decorating.","This photo shows a button that is normally used to turn lights on and off in China. Unlike in the United States, almost every house in China has a light on the roof, and these buttons are used to control the lights",This picture shows a set of switches. The switch consists of three switch buttons. The switch is white with a Baroque-style golden decorative pattern around it.
GeoDE,EastAsia/China/China_light_fixture_31085.jpg,China_light_fixture_31085.jpg,The image shows a ceiling chandelier with crystal decorations around it that mimics the pattern of candles,"This photo shows a chandelier, which is used for lighting. In China, every house has a lamp on the roof for lighting. Chandeliers are usually placed in the living room, which serves both lighting and decorative purposes","This photo shows a ceiling lamp with a complex shape. This ceiling lamp has many branching branches, the branches are made of metal and the color is bronze. At the end of each branch is a long thin piece of glass."
GeoDE,EastAsia/China/China_lighter_59432.jpg,China_lighter_59432.jpg,"The picture shows a red plastic lighter. The pinyin of ""Yunyan"" is written on the lighter. This plastic lighter is very popular in China because of its low price and convenience.","This photo shows a lighter, there is an interesting phenomenon that in China from many years ago, the price of an ordinary lighter is one rmb, and it continues to today, people usually use it to light cigarettes or incense","This picture shows a lighter. The lighter body is red, the button is white, and the words ""Yunyan"" and gold patterns are written on the body in white."
GeoDE,EastAsia/China/China_toothbrush_26704.jpg,China_toothbrush_26704.jpg,"The picture shows a simple toothbrush in a generic plastic package. The package says ""care for gums"" and the brand of the toothbrush is Jiamei.","This photo shows a toothbrush with a cultural background dating back to ancient times, when different cultures and regions had unique dental cleaning habits. The development of toothbrushes reflects the progress of different societies in hygiene, health, and technology. From the very beginning of the tree branches, to chew sticks, and now the industrial products, show the progress of society",This picture shows a new toothbrush. The toothbrush is still in its packaging. The handle is orange and white.
