file_path,object,region,ip_country,date,make,model,gps_position,gps_altitude,resolution,licence_plate,people_in_background,tree_tag,latitude,longitude,latitude_dd,longitude_dd,place_name,tag
Europe/Romania/Romania_bag_565.jpg,bag,Europe,Romania,2022-03-26 17:45:45.492000,Apple,iPhone X back camera 4mm f/1.8,"44 deg 12' 54.43"" N, 28 deg 38' 38.53"" E",10.1 m Above Sea Level,480x927,no,no,no,"44 deg 12' 54.43"" N"," 28 deg 38' 38.53"" E",44.21511944444445,28.64403611111111,"Constanța, Municipiul Constanța, Județul Constanța","bag, black, briefcase, table, handbag, messenger bag, pouch, shoulder bag, sit, strap"
Europe/Romania/Romania_bag_566.jpg,bag,Europe,Romania,2022-03-26 17:45:45.492000,Apple,iPhone X back camera 4mm f/1.8,"44 deg 12' 55.15"" N, 28 deg 38' 39.26"" E",10.3 m Above Sea Level,480x927,no,no,no,"44 deg 12' 55.15"" N"," 28 deg 38' 39.26"" E",44.21531944444445,28.64423888888889,"Constanța, Municipiul Constanța, Județul Constanța","bag, black, chain, table, handbag, pouch, shoulder bag, sit, strap"
EastAsia/China/China_bag_631.jpg,bag,EastAsia,China,2022-03-27 06:29:42.888000,Apple,iPhone XR back camera 4.25mm f/1.8,"28 deg 35' 2.43"" N, 115 deg 52' 4.02"" E",21.4 m Above Sea Level,480x930,no,no,no,"28 deg 35' 2.43"" N"," 115 deg 52' 4.02"" E",28.584008333333333,115.86778333333332,"Nanchang, Jiangxi","bag, black, chair, floor, green, handbag, satchel, sit, stool, strap, tote bag"
EastAsia/China/China_bag_632.jpg,bag,EastAsia,China,2022-03-27 06:29:42.888000,Apple,iPhone XR back camera 4.25mm f/1.8,"28 deg 35' 2.47"" N, 115 deg 52' 3.99"" E",21.5 m Above Sea Level,480x930,no,no,no,"28 deg 35' 2.47"" N"," 115 deg 52' 3.99"" E",28.584019444444444,115.867775,"Nanchang, Jiangxi","bag, black, chair, table, duffel, floor, messenger bag, pocket, sit, stool, strap"
EastAsia/China/China_bag_630.jpg,bag,EastAsia,China,2022-03-27 06:29:42.888000,Apple,iPhone XR back camera 4.25mm f/1.8,"28 deg 35' 2.91"" N, 115 deg 52' 3.61"" E",21.6 m Above Sea Level,480x930,no,no,no,"28 deg 35' 2.91"" N"," 115 deg 52' 3.61"" E",28.584141666666664,115.86766944444445,"Nanchang, Jiangxi","bag, brown, floor, handbag, messenger bag, sandal, satchel, stool, strap"
EastAsia/China/China_bag_647.jpg,bag,EastAsia,China,2022-03-27 08:15:43.200000,Google,Pixel 40 mmf/1.7,"22 deg 59' 30.05"" N, 113 deg 20' 46.46"" E",4 m Above Sea Level,480x640,no,no,no,"22 deg 59' 30.05"" N"," 113 deg 20' 46.46"" E",22.99168055555556,113.34623888888888,"Guangzhou, Guangdong Province","bag, carry, catch, hand, person, man, pink, sandal, shopping bag, tote bag, writing"
EastAsia/China/China_bag_648.jpg,bag,EastAsia,China,2022-03-27 08:15:43.200000,Google,Pixel 40 mmf/1.7,"22 deg 59' 30.04"" N, 113 deg 20' 46.41"" E",4 m Above Sea Level,480x640,no,no,no,"22 deg 59' 30.04"" N"," 113 deg 20' 46.41"" E",22.991677777777777,113.346225,"Guangzhou, Guangdong Province","bag, carry, catch, person, man, shopping bag, tote bag, yellow"
EastAsia/China/China_bag_649.jpg,bag,EastAsia,China,2022-03-27 08:15:43.200000,Google,Pixel 425 mmf/1.7,"22 deg 59' 30.11"" N, 113 deg 20' 47.09"" E",3.6 m Above Sea Level,480x640,no,no,no,"22 deg 59' 30.11"" N"," 113 deg 20' 47.09"" E",22.991697222222225,113.34641388888888,"Guangzhou, Guangdong Province","bag, carry, cat, catch, hand, person, man, shopping bag, tote bag"
Europe/Romania/Romania_bag_742.jpg,bag,Europe,Romania,2022-03-27 23:15:44.274000,Xiaomi,M2003J15SC28 mmf/1.8,"45 deg 39' 47.71"" N, 25 deg 35' 36.88"" E",610.2 m Above Sea Level,480x640,no,no,no,"45 deg 39' 47.71"" N"," 25 deg 35' 36.88"" E",45.66325277777778,25.59357777777777,"Brașov, Municipiu Braşov, Județul Brașov","bag, box, clothe, duffel, floor, luggage, red, room"
Europe/Romania/Romania_bag_743.jpg,bag,Europe,Romania,2022-03-27 23:15:44.274000,Xiaomi,M2003J15SC28 mmf/1.8,"45 deg 39' 47.72"" N, 25 deg 35' 36.82"" E",610.2 m Above Sea Level,480x640,no,no,no,"45 deg 39' 47.72"" N"," 25 deg 35' 36.82"" E",45.66325555555555,25.59356111111111,"Brașov, Municipiu Braşov, Județul Brașov","bag, bed, black, briefcase, bureau, catch, closet, drawer, dresser, hand, person, messenger bag, pocket, strap"
Europe/Romania/Romania_bag_886.jpg,bag,Europe,Romania,2022-04-05 11:32:00.624000,samsung,SM-N960F26 mmf/1.5,"44 deg 10' 11.48"" N, 28 deg 26' 39.96"" E",62.3 m Above Sea Level,1080x1440,no,no,no,"44 deg 10' 11.48"" N"," 28 deg 26' 39.96"" E",44.16985555555555,28.444433333333333,"Valu lui Traian, Oraş Murfatlar, Județul Constanța","bag, table, doll, handbag, shelf, sit"
Europe/Romania/Romania_bag_887.jpg,bag,Europe,Romania,2022-04-05 11:32:00.624000,samsung,SM-N960F26 mmf/1.5,"44 deg 10' 11.44"" N, 28 deg 26' 40.00"" E",60.4 m Above Sea Level,1080x1440,no,no,no,"44 deg 10' 11.44"" N"," 28 deg 26' 40.00"" E",44.16984444444444,28.444444444444446,"Valu lui Traian, Oraş Murfatlar, Județul Constanța","backpack, bag, carpet, chair, floor, handbag, sit, stool, strap, toilet seat, white"
Europe/Romania/Romania_bag_888.jpg,bag,Europe,Romania,2022-04-05 11:32:00.624000,samsung,SM-N960F26 mmf/1.5,"44 deg 10' 11.41"" N, 28 deg 26' 39.62"" E",60.4 m Above Sea Level,1080x1440,no,no,no,"44 deg 10' 11.41"" N"," 28 deg 26' 39.62"" E",44.16983611111111,28.44433888888889,"Valu lui Traian, Oraş Murfatlar, Județul Constanța","bag, black, couch, pad, pillow, pocket, sit, strap"
Europe/Romania/Romania_bag_950.jpg,bag,Europe,Romania,2022-04-05 15:01:19.740000,Xiaomi,21091116AG0 mmf/1.8,"47 deg 22' 21.38"" N, 25 deg 9' 49.40"" E",0 m Above Sea Level,1080x1440,no,no,no,"47 deg 22' 21.38"" N"," 25 deg 9' 49.40"" E",47.37260555555556,25.16372222222222,"Românești, Coșna, Suceava County","attach, bag, bottle, brush, cable, floor, handbag, pouch, shoulder bag, strap, string, tool, wire"
Europe/Romania/Romania_bag_949.jpg,bag,Europe,Romania,2022-04-05 15:01:19.740000,Xiaomi,21091116AG0 mmf/1.8,"47 deg 22' 21.38"" N, 25 deg 9' 49.40"" E",0 m Above Sea Level,1080x1440,no,no,no,"47 deg 22' 21.38"" N"," 25 deg 9' 49.40"" E",47.37260555555556,25.16372222222222,"Românești, Coșna, Suceava County","bag, brown, carpet, floor, food, paper bag, writing"
Europe/Romania/Romania_bag_951.jpg,bag,Europe,Romania,2022-04-05 15:01:19.740000,Xiaomi,21091116AG0 mmf/1.8,"47 deg 22' 21.38"" N, 25 deg 9' 49.40"" E",0 m Above Sea Level,1080x1440,no,no,no,"47 deg 22' 21.38"" N"," 25 deg 9' 49.40"" E",47.37260555555556,25.16372222222222,"Românești, Coșna, Suceava County","bag, black, bottle, carpet, duffel, floor, lay, messenger bag, sit, strap"
Europe/Romania/Romania_bag_969.jpg,bag,Europe,Romania,2022-04-05 15:47:21.492000,motorola,moto g 5G28 mmf/1.7,"44 deg 28' 10.19"" N, 26 deg 19' 19.21"" E",109.5 m Above Sea Level,1440x1080,no,no,no,"44 deg 28' 10.19"" N"," 26 deg 19' 19.21"" E",44.46949722222222,26.322002777777776,"Pasărea, Comuna Brănești, Județul Ilfov","bag, cloud, handbag, red, sit"
Europe/Romania/Romania_bag_970.jpg,bag,Europe,Romania,2022-04-05 15:47:21.492000,motorola,moto g 5G28 mmf/1.7,"44 deg 28' 10.19"" N, 26 deg 19' 19.18"" E",109.5 m Above Sea Level,1440x1080,no,no,no,"44 deg 28' 10.19"" N"," 26 deg 19' 19.18"" E",44.46949722222222,26.32199444444445,"Pasărea, Comuna Brănești, Județul Ilfov","backpack, bag, bed, black, dog, hide, sit, strap, toy"
Europe/Romania/Romania_bag_971.jpg,bag,Europe,Romania,2022-04-05 15:47:21.492000,motorola,moto g 5G28 mmf/1.7,"44 deg 28' 10.14"" N, 26 deg 19' 19.18"" E",109.5 m Above Sea Level,1440x1080,no,no,no,"44 deg 28' 10.14"" N"," 26 deg 19' 19.18"" E",44.469483333333336,26.32199444444445,"Pasărea, Comuna Brănești, Județul Ilfov","bag, table, floor, handbag, messenger bag, satchel, shoulder bag, sit, strap"
Europe/Romania/Romania_bag_1024.jpg,bag,Europe,Romania,2022-04-05 18:59:01.909000,Apple,iPhone XR back camera 4.25mm f/1.8,"44 deg 22' 56.16"" N, 26 deg 7' 17.37"" E",86.8 m Above Sea Level,1080x2094,no,no,no,"44 deg 22' 56.16"" N"," 26 deg 7' 17.37"" E",44.382266666666666,26.121491666666667,"București, Municipiul București, București","bag, black, floor, handbag, sit"
Europe/Romania/Romania_bag_1025.jpg,bag,Europe,Romania,2022-04-05 18:59:01.909000,Apple,iPhone XR back camera 4.25mm f/1.8,"44 deg 22' 56.16"" N, 26 deg 7' 17.37"" E",86.9 m Above Sea Level,1080x2094,no,no,no,"44 deg 22' 56.16"" N"," 26 deg 7' 17.37"" E",44.382266666666666,26.121491666666667,"București, Municipiul București, București","bag, green, handbag, handle, sit, teal, turquoise"
Europe/Romania/Romania_bag_1026.jpg,bag,Europe,Romania,2022-04-05 18:59:01.909000,Apple,iPhone XR back camera 4.25mm f/1.8,"44 deg 22' 56.16"" N, 26 deg 7' 17.37"" E",87 m Above Sea Level,1080x2094,no,no,no,"44 deg 22' 56.16"" N"," 26 deg 7' 17.37"" E",44.382266666666666,26.121491666666667,"București, Municipiul București, București","attach, bag, black, blue, wall, ceiling, handbag, hang, hanger, hook, messenger bag, satchel, shoulder bag, strap, wood wall"
EastAsia/China/China_bag_1080.jpg,bag,EastAsia,China,2022-04-06 03:58:42.937000,Apple,iPhone 13 Pro Max back camera 5.7mm f/1.5,"38 deg 52' 35.62"" N, 121 deg 31' 21.33"" E",0 m Above Sea Level,1080x2097,no,no,no,"38 deg 52' 35.62"" N"," 121 deg 31' 21.33"" E",38.87656111111111,121.52259166666668,Da Lian Shi,"bag, book, bookshelf, ceiling, green, hang, ladder, shelf, shelve, stool, strap, tote bag"
EastAsia/China/China_bag_1082.jpg,bag,EastAsia,China,2022-04-06 03:58:42.937000,Apple,iPhone 13 Pro Max back camera 5.7mm f/1.5,"38 deg 52' 35.62"" N, 121 deg 31' 21.33"" E",0 m Above Sea Level,2101x1080,no,no,no,"38 deg 52' 35.62"" N"," 121 deg 31' 21.33"" E",38.87656111111111,121.52259166666668,Da Lian Shi,"backpack, bag, black, duffel, floor, lay, luggage, pocket, strap, zipper"
EastAsia/China/China_bag_1081.jpg,bag,EastAsia,China,2022-04-06 03:58:42.937000,Apple,iPhone 13 Pro Max back camera 5.7mm f/1.5,"38 deg 52' 35.62"" N, 121 deg 31' 21.33"" E",0 m Above Sea Level,1080x2097,no,no,no,"38 deg 52' 35.62"" N"," 121 deg 31' 21.33"" E",38.87656111111111,121.52259166666668,Da Lian Shi,"bag, catch, person, luggage, messenger bag, pocket, pouch, strap"
Europe/Romania/Romania_bag_1195.jpg,bag,Europe,Romania,2022-04-06 21:31:58.275000,samsung,SM-A528B24 mmf/1.8,"44 deg 25' 26.11"" N, 26 deg 2' 5.25"" E",131.7 m Above Sea Level,1080x1440,no,no,no,"44 deg 25' 26.11"" N"," 26 deg 2' 5.25"" E",44.42391944444445,26.034791666666667,"București, Municipiul București, București","bag, blue, eye, hang, tote bag, white, writing"
Europe/Romania/Romania_bag_1196.jpg,bag,Europe,Romania,2022-04-06 21:31:58.275000,samsung,SM-A528B24 mmf/1.8,"44 deg 25' 25.85"" N, 26 deg 2' 5.57"" E",134.5 m Above Sea Level,1080x1440,no,no,no,"44 deg 25' 25.85"" N"," 26 deg 2' 5.57"" E",44.42384722222222,26.03488055555556,"București, Municipiul București, București","bag, bird, branch, parrot, radiator, red, tote bag"
Europe/Romania/Romania_hand_soap_1418.jpg,hand_soap,Europe,Romania,2022-03-25 18:54:27.378000,samsung,SM-G973F26 mmf/1.5,"40 deg 50' 55.63"" N, 14 deg 14' 48.33"" E",104.4 m Above Sea Level,480x640,no,no,no,"40 deg 50' 55.63"" N"," 14 deg 14' 48.33"" E",40.84878611111111,14.246758333333332,"Napoli, Napoli, Città Metropolitana di Napoli, Campania","bed, cloth, package, pillow, soap"
Europe/Romania/Romania_hand_soap_1419.jpg,hand_soap,Europe,Romania,2022-03-25 18:54:27.378000,samsung,SM-G973F26 mmf/1.5,"40 deg 50' 55.92"" N, 14 deg 14' 48.47"" E",105.4 m Above Sea Level,480x640,no,no,no,"40 deg 50' 55.92"" N"," 14 deg 14' 48.47"" E",40.848866666666666,14.246797222222222,"Napoli, Napoli, Città Metropolitana di Napoli, Campania","bathroom sink, bottle, brush, cleaner, counter top, liquid, shampoo, sink, sit, soap, soap dispenser, spray, tile wall, toiletry"
Europe/Romania/Romania_hand_soap_1420.jpg,hand_soap,Europe,Romania,2022-03-25 18:54:27.378000,samsung,SM-G973F26 mmf/1.5,"40 deg 50' 55.75"" N, 14 deg 14' 48.07"" E",105.4 m Above Sea Level,480x640,no,no,no,"40 deg 50' 55.75"" N"," 14 deg 14' 48.07"" E",40.848819444444445,14.24668611111111,"Napoli, Napoli, Città Metropolitana di Napoli, Campania","bathroom sink, bottle, cleaner, container, counter top, detergent, drain, faucet, kitchen counter, kitchen sink, liquid, sink, soap, soap dispenser, sponge, spray, tool"
EastAsia/China/China_hand_soap_1473.jpg,hand_soap,EastAsia,China,2022-03-26 04:15:37.030000,Apple,iPhone 12 back camera 4.2mm f/1.6,"23 deg 9' 0.66"" N, 113 deg 12' 20.84"" E",15.3 m Above Sea Level,925x480,no,no,no,"23 deg 9' 0.66"" N"," 113 deg 12' 20.84"" E",23.15018333333333,113.20578888888888,"Guang Zhou Shi, Guang Dong Sheng","bottle, table, tool, toothbrush, toothpaste, tube"
Europe/Romania/Romania_hand_soap_1593.jpg,hand_soap,Europe,Romania,2022-03-27 10:40:06.560000,HUAWEI,RNE-L2127 mmf/2.2,"47 deg 57' 22.58"" N, 26 deg 23' 4.34"" E",184.2 m Above Sea Level,480x640,no,no,no,"47 deg 57' 22.58"" N"," 26 deg 23' 4.34"" E",47.95627222222223,26.384538888888887,"Dorohoi, Municipiu Dorohoi, Județul Botoșani","candy bar, catch, chocolate, chocolate bar, hand, person, package, tile wall, tube"
Europe/Romania/Romania_hand_soap_1594.jpg,hand_soap,Europe,Romania,2022-03-27 10:40:06.560000,HUAWEI,RNE-L2127 mmf/2.2,"47 deg 57' 22.51"" N, 26 deg 23' 4.47"" E",184.2 m Above Sea Level,480x640,no,no,no,"47 deg 57' 22.51"" N"," 26 deg 23' 4.47"" E",47.95625277777778,26.384575,"Dorohoi, Municipiu Dorohoi, Județul Botoșani","catch, hand, person, soap, tile wall"
Europe/Romania/Romania_hand_soap_1595.jpg,hand_soap,Europe,Romania,2022-03-27 10:40:06.560000,HUAWEI,RNE-L2127 mmf/2.2,"47 deg 57' 22.59"" N, 26 deg 23' 4.35"" E",184.2 m Above Sea Level,480x640,no,no,no,"47 deg 57' 22.59"" N"," 26 deg 23' 4.35"" E",47.956275000000005,26.384541666666667,"Dorohoi, Municipiu Dorohoi, Județul Botoșani","aloe vera, bottle, catch, hand, person, liquid, shampoo, soap, spray, tile wall"
EastAsia/China/China_hand_soap_1658.jpg,hand_soap,EastAsia,China,2022-03-28 05:47:37.721000,Apple,iPhone XR back camera 4.25mm f/1.8,"28 deg 35' 2.47"" N, 115 deg 52' 3.17"" E",21.5 m Above Sea Level,929x480,no,no,no,"28 deg 35' 2.47"" N"," 115 deg 52' 3.17"" E",28.584019444444444,115.8675472222222,"Nanchang, Jiangxi","table, package, soap, wax"
EastAsia/China/China_hand_soap_1659.jpg,hand_soap,EastAsia,China,2022-03-28 05:47:37.721000,Apple,iPhone XR back camera 4.25mm f/1.8,"28 deg 35' 2.65"" N, 115 deg 52' 3.14"" E",21.5 m Above Sea Level,480x930,no,no,no,"28 deg 35' 2.65"" N"," 115 deg 52' 3.14"" E",28.58406944444444,115.86753888888887,"Nanchang, Jiangxi","bottle, catch, container, table, hand, liquid, spray"
EastAsia/China/China_hand_soap_1660.jpg,hand_soap,EastAsia,China,2022-03-28 05:47:37.721000,Apple,iPhone XR back camera 4.25mm f/1.8,"28 deg 35' 1.45"" N, 115 deg 52' 3.41"" E",21.4 m Above Sea Level,480x930,no,no,no,"28 deg 35' 1.45"" N"," 115 deg 52' 3.41"" E",28.58373611111111,115.86761388888888,"Nanchang, Jiangxi","bathroom sink, bottle, cleaner, counter top, detergent, hand, person, kitchen counter, liquid, shampoo, soap, spray"
Europe/Romania/Romania_hand_soap_1722.jpg,hand_soap,Europe,Romania,2022-04-05 11:26:37.703000,Xiaomi,Redmi Note 8 Pro0 mmf/1.9,"44 deg 24' 24.10"" N, 26 deg 0' 53.24"" E",122.9 m Above Sea Level,1080x1440,no,no,no,"44 deg 24' 24.10"" N"," 26 deg 0' 53.24"" E",44.40669444444444,26.014788888888887,"București, Municipiul București, București","bag, bottle, container, package, toothpaste, tube, white"
Europe/Romania/Romania_hand_soap_1723.jpg,hand_soap,Europe,Romania,2022-04-05 11:26:37.703000,Xiaomi,Redmi Note 8 Pro0 mmf/1.9,"44 deg 24' 24.03"" N, 26 deg 0' 53.27"" E",122.9 m Above Sea Level,1080x1440,no,no,no,"44 deg 24' 24.03"" N"," 26 deg 0' 53.27"" E",44.406675,26.01479722222222,"București, Municipiul București, București","toilet paper, box, carton, cigarette, package, tissue"
Europe/Romania/Romania_hand_soap_1724.jpg,hand_soap,Europe,Romania,2022-04-05 11:26:37.703000,Xiaomi,Redmi Note 8 Pro0 mmf/1.9,"44 deg 24' 24.07"" N, 26 deg 0' 53.21"" E",122.9 m Above Sea Level,1080x1440,no,no,no,"44 deg 24' 24.07"" N"," 26 deg 0' 53.21"" E",44.40668611111111,26.01478055555556,"București, Municipiul București, București","bathroom, bathroom accessory, bathroom sink, dispenser, drain, faucet, footstall, sink, soap, soap dispenser, tool, white"
Europe/Romania/Romania_hand_soap_1782.jpg,hand_soap,Europe,Romania,2022-04-05 14:59:46.694000,motorola,moto g 5G28 mmf/1.7,"44 deg 27' 52.08"" N, 26 deg 20' 31.44"" E",107.7 m Above Sea Level,1440x1080,no,no,no,"44 deg 27' 52.08"" N"," 26 deg 20' 31.44"" E",44.46446666666667,26.342066666666664,"Brănești, Comuna Brănești, Județul Ilfov","box, carton, cigarette, counter top, kitchen counter, liquid, milk, oven, package, shelf, sign, sit, toothpaste"
Europe/Romania/Romania_hand_soap_1783.jpg,hand_soap,Europe,Romania,2022-04-05 14:59:46.694000,motorola,moto g 5G28 mmf/1.7,"44 deg 27' 52.07"" N, 26 deg 20' 31.42"" E",107.7 m Above Sea Level,1440x1080,no,no,no,"44 deg 27' 52.07"" N"," 26 deg 20' 31.42"" E",44.46446388888889,26.34206111111111,"Brănești, Comuna Brănești, Județul Ilfov","toilet paper, box, carton, cigarette, display, pharmacy, milk, package, shelf, store, supermarket shelf, tissue"
Europe/Romania/Romania_hand_soap_1807.jpg,hand_soap,Europe,Romania,2022-04-05 16:42:11.192000,Xiaomi,21091116AG0 mmf/1.8,"47 deg 22' 21.39"" N, 25 deg 9' 49.40"" E",0 m Above Sea Level,1080x1440,no,no,no,"47 deg 22' 21.39"" N"," 25 deg 9' 49.40"" E",47.37260833333333,25.16372222222222,"Românești, Coșna, Suceava County","bath, bathroom, bathroom sink, counter top, mouse, sink, sit, stool, toilet seat, white"
Europe/Romania/Romania_hand_soap_1808.jpg,hand_soap,Europe,Romania,2022-04-05 16:42:11.192000,Xiaomi,21091116AG0 mmf/1.8,"47 deg 22' 21.39"" N, 25 deg 9' 49.40"" E",0 m Above Sea Level,1080x1440,no,no,no,"47 deg 22' 21.39"" N"," 25 deg 9' 49.40"" E",47.37260833333333,25.16372222222222,"Românești, Coșna, Suceava County","alcohol, bath, bathroom sink, bottle, container, counter top, faucet, green, kitchen counter, kitchen sink, liquid, sink, sit, soap, spray, straw, tub, water"
Europe/Romania/Romania_hand_soap_1809.jpg,hand_soap,Europe,Romania,2022-04-05 16:42:11.192000,Xiaomi,21091116AG0 mmf/1.8,"47 deg 22' 21.39"" N, 25 deg 9' 49.40"" E",0 m Above Sea Level,1080x1440,no,no,no,"47 deg 22' 21.39"" N"," 25 deg 9' 49.40"" E",47.37260833333333,25.16372222222222,"Românești, Coșna, Suceava County","bath, bathroom sink, bottle, cleaner, cleaning product, counter top, detergent, green, kitchen counter, kitchen sink, lemon, lime, liquid, mouthwash, shampoo, sink, sit, soap, spray"
EastAsia/China/China_hand_soap_1882.jpg,hand_soap,EastAsia,China,2022-04-06 04:05:49.150000,Apple,iPhone 13 Pro Max back camera 5.7mm f/1.5,"38 deg 52' 35.62"" N, 121 deg 31' 21.33"" E",0 m Above Sea Level,1080x2097,no,no,no,"38 deg 52' 35.62"" N"," 121 deg 31' 21.33"" E",38.87656111111111,121.52259166666668,Da Lian Shi,"bottle, container, counter top, table, kitchen counter, liquid, milk, soap, spray, tank, white, writing"
EastAsia/China/China_hand_soap_1883.jpg,hand_soap,EastAsia,China,2022-04-06 04:05:49.150000,Apple,iPhone 13 Pro Max back camera 5.7mm f/1.5,"38 deg 52' 35.62"" N, 121 deg 31' 21.33"" E",0 m Above Sea Level,1080x2097,no,no,no,"38 deg 52' 35.62"" N"," 121 deg 31' 21.33"" E",38.87656111111111,121.52259166666668,Da Lian Shi,"bathroom sink, slipper, chocolate cake, container, plate, kitchen sink, sink, soap, sponge, toilet seat, tool, wash, yellow"
EastAsia/China/China_hand_soap_1884.jpg,hand_soap,EastAsia,China,2022-04-06 04:05:49.150000,Apple,iPhone 13 Pro Max back camera 5.7mm f/1.5,"38 deg 52' 35.62"" N, 121 deg 31' 21.33"" E",0 m Above Sea Level,1080x2097,no,no,no,"38 deg 52' 35.62"" N"," 121 deg 31' 21.33"" E",38.87656111111111,121.52259166666668,Da Lian Shi,"container, counter top, dough, food, green, kitchen counter, plastic, potato, sit, soap, tray"
Europe/Romania/Romania_hand_soap_1950.jpg,hand_soap,Europe,Romania,2022-04-06 17:28:23.557000,HUAWEI,VOG-L2927 mmf/1.6,"44 deg 26' 45.44"" N, 26 deg 1' 45.69"" E",132.8 m Above Sea Level,1080x1440,no,no,no,"44 deg 26' 45.44"" N"," 26 deg 1' 45.69"" E",44.44595555555555,26.02935833333333,"București, Municipiul București, București","bathroom sink, butter, cheese, sink, soap, white"
