ID,Subset,Question,Translated Question,Options,Translated Options,Label,Category,Image Type,Image Source,License,img_path,tag,llava_agent_caption,clip_score,longclip_score,clip1_score,longclip1_score,cnr,c_number,completeness,cNumber_new_GPT_modified
5920593854274960595_1,"('Tamil', 'India')",வண்டி என்ன சுமந்து செல்கிறது?,What is the cart carrying?,['புல்' 'சாக்குகள்' 'பயணிகள்' 'மரக்கட்டைகள்'],['Grass' 'Sacks' 'Passengers' 'Lumber'],-1,Vehicles and Transportation,External,https://commons.wikimedia.org/wiki/File:Kolhapur_(4166401087).jpg,CC BY 2.0,image_67.jpg,"attach, blanket, bull, car, coach, cart, cattle, city street, cow, donkey, draw, drive, horse cart, license plate, man, pull, road, street scene, wagon, white","In the image, a white ox is pulling a cart down a street in India, guided by a man. The street is lined with various shops, and there are a few people walking around. In India, oxen are often used for transportation and agriculture. The ox holds a special place in Hindu culture and is considered sacred. They are often used in religious ceremonies and are respected for their spiritual significance.",0.356689453125,0.269287109375,0.356689453125,0.292236328125,0.4130434782608695,19,0.3,19
5865910674271181211_1,"('Chinese', 'China')",这种艺术起源于哪个朝代？,In which dynasty did this art originate?,['汉朝' '唐朝' '明朝' '清朝'],['Han Dynasty' 'Tang Dynasty' 'Ming Dynasty' 'Qing Dynasty'],-1,Traditions / art / history,External,https://www.flickr.com/photos/univers-finder/20963063158/in/photolist-xWrbkq-7zR4WR-7zR5EM-7zURQ7-y5JygW-yeJuB2-64gTPt-6dYFhr-64ACoz-64kWtS-64kYuq-64BaVK-6e3SvA-y8Joav-86pDUA-7QLZqf-zrCXrX-86mjhP-86ptB5-7QLYbj-7QHFy8-86pFxE-86mipM-7QHGLv-ybHVZw-xh2kkG-xhamDg-64h3Bn-vomdPj-64Bbjw-64wUkR-64wWPt-64Bf89-64h1q2-64Bgmj-64gLT6-xJE7j7-xJDWnd-u4uaY2-86mwbg-z9bc3C-64F8cf-64BhBo-uHKwG3-z9ghkH-vugApy-u4jHHf-uY1Hsf-64m6xw-vsv7NE,Attribution-NonCommercial License,image_73.jpg,"act, actor, costume, dance, dancer, dress, festival, garment, headdress, person, instrument, man, perform, performance, traditional, woman","In the image, there are three people dressed in traditional Chinese costumes, performing on stage. They are wearing elaborate outfits, including masks and headdresses, which are characteristic of Chinese culture. The performers are also holding fans, which are another symbol of Chinese culture. The costumes and fans used in the performance reflect the history and traditions of China, showcasing the diversity and richness of Chinese culture. The elaborate outfits worn by the performers, along with the masks and headdresses, symbolize different characters or roles in Chinese folklore and mythology. The fans used in the performance contribute to the overall aesthetic and atmosphere of the show, reflecting the influence of Chinese culture on other cultures and art forms.",0.282470703125,0.27490234375,0.282470703125,0.28173828125,0.4492753623188406,31,0.25,33
5865687704275860878_1,"('Bengali', 'India')",ছবিতে দেখানো বোর্ডের সাথে এক সময়ে সর্বোচ্চ কতজন লোক খেলতে পারে?,Maximum how many people can play with the board in the image at a time?,['চার' 'এক' 'দুই' 'আট'],['Four' 'One' 'Two' 'Eight'],-1,Sports and recreation,External,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Ludo-2.jpg/640px-Ludo-2.jpg,Attribution,image_78.jpg,"board game, color, design, journal, maze, pattern, puzzle, quilt, square","The image features a colorful board game with a square grid and four colored squares. The houses in the image are significant as they represent the cultural diversity of the area. The different colored houses may reflect the architectural styles and preferences of the local community. The houses' layouts and colors contribute to the area's aesthetic appeal and cultural identity. The vibrant colors and intricate patterns on the houses may be passed down through generations, carrying with them the stories and traditions of the community. The houses serve as a visual representation of the residents' connection to their cultural roots and may instill a sense of pride and identity in the community.",0.281005859375,0.27978515625,0.281005859375,0.300048828125,0.4545454545454545,30,0.4444444444444444,28
5865925804275544378_2,"('Romanian', 'Romania')",Cu ce este încălțat omul din imagine?,What shoes does the person in the picture have?,['sandale' 'șosete' 'opinci' 'cizme'],['sandals' 'socks' 'opinci' 'boots'],-1,Traditions / art / history,Self,Self-open,CC BY-SA,image_98.jpg,"artifact, cane, costume, display, dress, garment, man, museum, room, showcase, stand","The image features a man wearing a mask and holding a stick, standing next to a colorful display. This scene could be representative of a traditional Indian dance performance or a cultural event showcasing Indian dance. The mask and stick might have cultural significance in India, and the colorful display could be a part of a cultural event or exhibition. The gathering in the image might be a social or cultural event where people come together to celebrate or learn about different traditions.",0.283447265625,0.25390625,0.283447265625,0.2440185546875,0.56,28,0.3636363636363636,28
5865925804277746579_0,"('Romanian', 'Romania')",În ce oraș este făcută imaginea?,In which city is the image taken?,"['Sinaia, România' 'Suceava, România' 'Brașov, România'
 'Hunedoara, România']","['Sinaia, Romania' 'Suceava, Romania' 'Brasov, Romania'
 'Hunedoara, Romania']",-1,Geography / buildings / landmarks,Self,Self-open,CC BY-SA,image_112.jpg,"building, castle, city wall, fort, medieval, moat, tower, scaffold","The image features a large castle-like building with a bridge leading to it. The architectural style of the building is reminiscent of Indian forts and palaces. The castle has historical and cultural significance to the region it is located in, representing the region's cultural heritage and identity.",0.302978515625,0.226806640625,0.302978515625,0.252197265625,0.4411764705882353,15,0.25,14
5865925784271117073_0,"('Romanian', 'Romania')",Care este numele acestei obicei tradițional?,What is the name of this traditional custom?,['Carnaval' 'Jocul cu capra' 'Joacă' 'Horă'],['Carnival' 'Goat play' 'Play' 'Dance'],-1,Traditions / art / history,External,https://upload.wikimedia.org/wikipedia/commons/6/68/Frumosu%2C_Suceava%2C_31.12.2011_-_Capra_%281%29.jpg,CC BY-SA 4.0,image_122.jpg,"alley, wand, blanket, boot, coat, decorate, dress, person, man, maraca, quilt, stand, walk, wear, woman","In the image, there is a person wearing a long coat and a hat, holding a spoon in their hand. They are standing on a street next to a person in a costume. There are also two cars in the scene. The person's attire, which includes a long coat and a hat, may be influenced by the cultural background of the location. In some parts of India, it is common for people to wear long coats and hats as part of their traditional clothing. The attire could also be related to a specific cultural event or celebration. The person in the costume may be participating in a cultural event or celebration. In Romania, it is common for people to wear traditional costumes during festivals and other cultural events. The costume could be related to a specific tradition or custom.",0.279052734375,0.2218017578125,0.279052734375,0.2237548828125,0.4084507042253521,29,0.5333333333333333,30
5865925794279226560_0,"('Romanian', 'Romania')",Cum se numește acest desert?,What is the name of this dessert?,['Cozonac' 'Gogoașă' 'Clătită' 'Plăcintă'],['Sweet bread' 'Donut' 'Crepe' 'Pie'],-1,Cooking and food,External,https://upload.wikimedia.org/wikipedia/commons/e/e1/Cozonac4.JPG,GFDL,image_124.jpg,"banana bread, bread, cake, chocolate cake, table, plate, food, napkin, nut, pastry, platter, sit, slice, sprinkle, tablecloth, topping, tray","In the image, there is a large loaf of bread with seeds on top, placed on a doily. The loaf of bread is on a dining table. The seeds on the bread are most likely poppy seeds, which are a common ingredient in Romanian bread. The loaf of bread is different from traditional bread in that it has seeds on top of it.",0.32177734375,0.2318115234375,0.32177734375,0.2685546875,0.3333333333333333,12,0.1764705882352941,11
5920593844271777115_2,"('Tamil', 'India')",படத்தில் சாப்பாட்டுடன் தொட்டுவதற்கு எந்த உணவு காணப்படுகிறது?,Which complementary items are seen in the image?,['வெண்ணெய்' 'தக்காளி சட்னி' 'தயிர்' 'தேங்காய் சட்னி'],['Butter' 'Tomato Chutney' 'Yogurt' 'Coconut Chutney'],-1,Cooking and food,Self,Self-open,CC BY-SA,image_132.jpg,"bowl, burrito, condiment, table, dinning table, dip, plate, food, guacamole, meal, napkin, platter, salsa, sauce, silverware, soup, tortilla, tray, utensil, white","The image features a dining table with a variety of food items and utensils, including a bowl of soup, a plate of food, and a tray with a wrap and sauces. There is also a spoon, a fork, and a knife on the table. A person is present in the scene. The variety of food items and utensils suggest a diverse range of cultural influences, with the wrap and sauces possibly representing Middle Eastern or Mediterranean cuisine. The soup could be a staple in many cultures, while the spoon, fork, and knife indicate a more Western approach to dining. The presence of a person in the image contributes to the cultural context of the scene, potentially reflecting the social aspect of dining in different cultures.",0.2432861328125,0.215087890625,0.2432861328125,0.2265625,0.4857142857142857,34,0.35,33
5865910684271696881_0,"('Chinese', 'China')",这个标志性建筑物是什么？,What is the landmark buildings?,['广州塔' '虎丘塔' '大雁塔' '雷峰塔'],['Guangzhou Tower' 'Huqiu Tower' 'Da-Yan Tower' 'Leifeng Pagoda'],-1,Geography / buildings / landmarks,External,https://www.flickr.com/photos/13523064@N03/5233266783/in/photolist-8YrRTD-8YrPft-8YhMg4-8YhJeV-8YhGEP-9sQwCM-8YhKRe-93GxkD-93GxPX-93KCkm-93KBXj-93KBV9-93GxG4-93KC19-93GxxX-93KEem-93Gyoa-93GzwD-93KCBA-93GzSX-93Gybg-93KCvy-LygXxx-AtBjvJ-ALdjyZ-bWaSGu-93KEjG-93GA9a-93GyDV-93GyT8-93KD6y-93KDVU-fVH1JZ-zPjMak-pRyAwf-pRyM7d-pz6rcS-oUCTZW-pyZKzp-oUCZsE-oUCWDJ-zPbFLm-pq2PpP-ef3QAK-aK8hpe-aK99ce-gHmgv6-GR4gjN-brTw2e-dW3VX4,Attribution-ShareAlike License,image_136.jpg,"building, color, light, illuminate, night, night view, tower","The colorful tower in the image is a significant landmark that represents the cultural diversity of the city it is located in. The tower's unique design and vibrant colors may be influenced by traditional Chinese architecture and could be a reflection of the city's history and traditions. The tower plays a role in the city's cultural events and celebrations, attracting tourists and promoting the city's cultural heritage.",0.34521484375,0.2398681640625,0.34521484375,0.2421875,0.4772727272727273,21,0.2857142857142857,21
5865687724279670501_1,"('Bengali', 'India')",এই খাবারে প্রধানত কোন উপাদান ব্যবহার করা হয়?,What ingredient is mainly used in this food?,['টমেটো' 'পেঁপে' ' পনির' 'মিষ্টিকুমড়া'],['Tomato' 'Papaya' 'Indian Cottage Cheese' 'Pumpkin'],-1,Cooking and food,Self,Self-open,CC BY-SA,image_137.jpg,"bowl, condiment, table, plate, food, fruit, pepper, pickle, salsa, sauce, tomato, tomato sauce","The image features a bowl filled with a red sauce, possibly tomato-based, and a spoon resting inside the bowl. The bowl is placed on a wooden table. The red sauce in the bowl could be associated with the Chinese cuisine, particularly the famous dish called ""Sweet and Sour Pork."" The dish typically consists of pork tenderloin coated in a sweet and tangy sauce made from pineapple, vinegar, sugar, and spices. The dish is often served with rice or noodles. The red color of the sauce is achieved by adding food coloring or natural coloring agents like beetroot or paprika. The dish is popular in China and has been adopted by other cultures as well.",0.280517578125,0.23681640625,0.280517578125,0.271728515625,0.4729729729729729,35,0.3333333333333333,35
5865910694274374769_1,"('Chinese', 'China')",图中的这种运动在中国通常流行于哪个年龄阶段？,At what age group is the sport in the picture usually popular in China?,['儿童' '年青人' '青少年' '中老年人'],['Children' 'Youth people' 'Teenagers' 'Middle-aged and elderly people'],-1,People and everyday life,External,https://www.flickr.com/photos/101847634@N05/9762416746/in/photolist-fSEWo7-TnPbPy-aX9QLT-fSFzC4-4bUmp9-21JNkNb-9swN3-7uRjAr-dHb249-fADE9R-kJi91K-p8c9SX-2eEtBfw-ifkxDY-beAzhc-cvNtes-8umj9K-fFGWcM-XiTwPn-jgPck3-euPw5z-dofHVn-23FcgxN-grV6G8-HBXub-eDKSfQ-aeMBZZ-i4yBuo-HC4xP-jr6gy4-avQU66-nSFiHH-aeQzh9-2p23T1t-dB17rh-2obBhKE-zRVvd-7LQtmY-2ydPDJ-dH5F9n-ekrg9L-ekkvTn-ekrg67-ekrfPG-98LaUB-8LRmR2-fEZu1J-998Lhf-25QPN3o-53mDcd,Attribution License,image_147.jpg,"car, child, dance, person, karate, man, martial, park, pavement, practice, woman, youth","In the image, there are four people standing on a sidewalk, practicing martial arts moves. They are surrounded by a few cars parked nearby. The scene appears to be taking place in a park or an open area. The individuals are likely practicing moves that are influenced by their cultural backgrounds, such as traditional Indian or Chinese martial arts. The presence of cars in the image suggests a blending of modern and traditional aspects of culture. The individuals' choice of clothing may also reflect their cultural backgrounds, showcasing the diversity and richness of their cultural heritage.",0.32080078125,0.2568359375,0.32080078125,0.266845703125,0.3636363636363636,24,0.4166666666666667,24
5865925804271807580_0,"('Romanian', 'Romania')",Ce fel de mâncare este în imagine?,What food is in the picture?,['mici' 'gogoși' 'pârjoale' 'sarmale'],['mici' 'donuts' 'meatballs' 'stuffed cabbage rolls'],-1,Cooking and food,Self,Self-open,CC BY-SA,image_155.jpg,"table, plate, dumpling, food, fork, meat, pastry, white","The image features a white plate with a fork on it, and a dish containing three stuffed cabbage rolls. The plate is placed on a dining table. The main dish on the plate is the stuffed cabbage rolls, which are similar to the stuffed vegetables in Indian cuisine. In Romania, a similar dish called ""sarmale"" is made from cabbage leaves stuffed with rice, meat, and spices. The color of the fork is silver. The dining table is made of wood and is used for enjoying meals.",0.266357421875,0.259521484375,0.266357421875,0.314208984375,0.3673469387755102,18,0.625,18
5920593834275139325_0,"('Tamil', 'India')",நடுவில் உள்ள வெள்ளை நிற காய்கறி எது?,What is the white vegetable in the middle?,['இஞ்சி' 'உருளைக்கிழங்கு' 'பூண்டு' 'வெங்காயம்'],['Ginger' 'Potato' 'Garlic' 'Onion'],-1,Cooking and food,Self,Self-open,CC BY-SA,image_162.jpg,"basket, lamp, floor, garlic, man, market, onion, potato, produce, vegetable","In the image, there is a bowl of garlic and a basket of potatoes, with a person sitting on a blanket. Garlic and potatoes are used in various cuisines, including Indian, Romanian, and Chinese. They are often used in traditional dishes and have cultural significance.",0.284423828125,0.2305908203125,0.284423828125,0.257080078125,0.3333333333333333,11,0.4,11
5865687724271203845_1,"('Bengali', 'India')",চিত্রে দেখানো তিন দিক নির্দেশিত জিনিস দ্বারা সাধারণত কোন দেবতাকে বোঝানো হয়?,Which god is usually signified by the three way pointed thing shown in the image?,['ব্রহ্মা' 'কৃষ্ণ' 'শিব' 'বিষ্ণু'],['Brahma' 'Krishna' 'Shiva' 'Vishnu'],-1,Traditions / art / history,Self,Self-open,CC BY-SA,image_164.jpg,"antler, campfire, trumpet, floor, grill, iron, pitchfork, pot, rake, sand, stick, tool","The image features a statue of a trident, a bowl, and a stick. The trident is a symbol of power and authority, often associated with the Hindu religion. The bowl could be used for various purposes, such as holding food or water, and is commonly found in many cultures. The stick might be a walking stick or a tool for self-defense, depending on the context.

In Hinduism, the trident is a symbol of Lord Shiva, who is associated with destruction and transformation. It is used in religious ceremonies and is often related to the Hindu deity Lord Shiva. The bowl is a common household item in many cultures and can be used for various purposes, such as holding food or water. The stick, on the other hand, is also a common item in many cultures and can be used as a walking stick or a tool for self-defense.

The objects in the image represent the diversity of cultural symbols and objects and serve as a reminder of the importance of preserving cultural heritage and traditions. They also challenge our assumptions about the universality of certain cultural symbols and practices and highlight the interconnectedness of different cultures and their shared beliefs and practices.",0.265380859375,0.233154296875,0.27392578125,0.240234375,0.4375,42,0.3333333333333333,41
5865687704278461802_1,"('Bengali', 'India')",ছবিতে দেখানো দেবতাকে কীভাবে পূজা করা হয়?,How is the deity depicted in the picture worshipped as?,['জ্ঞানের দেবী' 'স্বাস্থ্যের দেবী' 'স্থাপত্যের দেবী' 'সাপের দেবী'],"['Goddess of knowledge' 'Goddess of health' 'Goddess of architecture'
 'Goddess of Snakes']",-1,Traditions / art / history,Self,Self-open,CC BY-SA,image_168.jpg,"deity, doll, figurine, footstall, person, sculpture, shrine, statue, sword, temple, toy, worship","In the image, there is a statue of a woman holding a knife and surrounded by various objects. The statue appears to be a representation of a Hindu deity, possibly Kali, the goddess of destruction and transformation. The objects surrounding the statue include a sheep, a banana, a bowl, a clock, a cup, a book, a cell phone, a vase, a potted plant, a cake, a donut, a cucumber, a carrot, a spoon, a fork, a knife, a bottle, a chair, and a teddy bear. The presence of a sheep in the image relates to the Hindu culture as they are considered sacred and symbolize innocence, purity, and selfless giving. The banana has cultural significance in Hinduism as it is a staple food and often associated with Lord Krishna. The clock in the image represents the concept of time in Hinduism, which is cyclical and interconnected with the concept of reincarnation.",0.274169921875,0.25048828125,0.274169921875,0.2265625,0.3370786516853932,30,0.3333333333333333,29
5865925784279964415_2,"('Romanian', 'Romania')",Cum îsi pedepsea dușmanii acest personaj istoric?,How was this historical character punishing his enemies?,['Inchisoare' 'Tras în țeapă' 'Nimic' 'Decapitare'],['Prison' 'Empelling' 'Nothing' 'Beheading'],-1,Traditions / art / history,External,https://upload.wikimedia.org/wikipedia/commons/a/af/Vlad_Tepes_002.jpg,Public domain,image_177.jpg,"beard, commander, crown, drawing, garment, headdress, person, man, painter, pearl, portrait, red, sword, wear","The image features a portrait of a man wearing a red hat and a gold crown, with a beard and mustache. He appears to be a historical figure, possibly from India, given the cultural context. The portrait reflects the cultural values and beliefs of the time period in which it was created. The man's attire and appearance, including his red hat, gold crown, beard, and mustache, contribute to his authority and leadership. The portrait serves to preserve the memory of the man and his impact on society.",0.294921875,0.2333984375,0.294921875,0.25927734375,0.3454545454545454,19,0.7142857142857143,20
5865925794279190088_1,"('Romanian', 'Romania')",Ce este clădirea cu coloane din centrul imaginii?,What is the columned building in the center of the picture?,['hotel' 'primărie' 'teatru' 'restaurant'],['hotel' 'city hall' 'theater' 'restaurant'],-1,Geography / buildings / landmarks,Self,Self-open,CC BY-SA,image_197.jpg,"building, city, city square, rink, plaza, road, street corner, street scene, town square, umbrella","The image features a large building with a clock tower, which is reminiscent of the historical architecture in India. The building is surrounded by a fence and has a large clock on its side. The people in the image are interacting with the outdoor ice rink, which is a popular spot for both locals and tourists. The ice rink plays an important role in the city's winter festivities and may have cultural significance. The various objects and elements in the image, such as the benches, umbrellas, and the ice rink, contribute to the city's cultural landscape by providing spaces for people to gather, socialize, and engage in cultural activities.",0.2340087890625,0.1666259765625,0.2340087890625,0.1568603515625,0.303030303030303,20,0.4,21
