video_name,keywords,img_path,objects,metadata_fn,region,tag,llava_agent_caption,clip_score,longclip_score,clip1_score,longclip1_score,cnr,c_number,completeness,cNumber_new_GPT_modified
Years of Passion,"regulation, license, sale, officers",MC-VCR_sample/10.jpg,"person, person, person, person, person, person, person, handbag, backpack",MC-VCR_sample/10.json,east-asia,"alley, boy, floor, person, man, pavement, stand, walk","In the image, a group of people is walking down a sidewalk, with some of them wearing uniforms. There are also a few backpacks and handbags visible in the scene. The uniforms worn by some of the people in the image represent their cultural backgrounds, as they may be part of a cultural event or celebration. The backpacks and handbags play a role in the daily lives of the people in the image, reflecting their cultural preferences and possibly serving as accessories for their cultural attire.",0.23876953125,0.2396240234375,0.23876953125,0.263916015625,0.3076923076923077,16,0.625,17
Years of Passion,"station, ticket, farewell",MC-VCR_sample/11.jpg,"person, person, person, person, person, train, person, person, person, person, person, person, person, person, umbrella",MC-VCR_sample/11.json,east-asia,"green, person, passenger, passenger train, railway station, sign, stand, station, subway, train, train car, walk, writing","The train in the image has Chinese characters on it, which are an essential part of Chinese culture. The train's design and color may reflect the cultural values and traditions of the region it operates in. The train plays a significant role in transportation and connectivity, providing an efficient and convenient means of travel for people in the region.",0.35107421875,0.2430419921875,0.35107421875,0.278564453125,0.4186046511627907,18,0.4615384615384615,17
Wodeboshilaogong,"job, seek, competitor, resume, rush",MC-VCR_sample/12.jpg,"person, person, person, person, person, person, person",MC-VCR_sample/12.json,east-asia,"assembly, catch, crowd, crowded, demonstration, flag, person, laugh, man, paper, protest, protester, sign","The image shows a group of people from different cultures standing close to each other, with some of them holding papers. The people in the image are from India and China. The gathering could be a cultural exchange event, a business meeting, or a social event where people from different cultures come together to learn from each other and build relationships. The people in the image represent different cultures in terms of their attire, customs, and traditions. For example, they may be wearing traditional clothing or accessories that reflect their cultural backgrounds. Additionally, their body language and communication styles may also provide clues about their cultural identities.",0.2208251953125,0.217529296875,0.2208251953125,0.2418212890625,0.4142857142857143,29,0.4615384615384615,31
Wodeboshilaogong,"beijing, stadium, photo, camera, couple",MC-VCR_sample/13.jpg,"person, person, person, handbag, person, bench",MC-VCR_sample/13.json,east-asia,"building, conversation, couple, hand, person, man, night, night view, pedestrian bridge, rail, shake, shopping bag, stand, talk, woman","In the image, there are three people standing on a bridge, with one of them holding a cell phone. The bridge is located near a large building, which appears to be a stadium. There are also two handbags visible in the scene. The individuals are likely tourists visiting the city, as they are standing on a famous landmark like the Gateway of India in Mumbai, India. The presence of the cell phone and handbags reflect the personal style and preferences of the individuals, and their choice of location for their interaction might indicate their cultural or social values. The architecture of the bridge and the stadium reflect the cultural or historical context of the city, and the individuals' interactions on the bridge might convey their cultural or social backgrounds.",0.2607421875,0.2261962890625,0.2607421875,0.216064453125,0.44,33,0.2,33
Wodeboshilaogong,"massage, tired, relax, waitress",MC-VCR_sample/14.jpg,"person, person, person, potted plant, person, chair, cup, cup",MC-VCR_sample/14.json,east-asia,"person, lay, man, massage, relax, spa, stool, woman","In the image, there are several people, some of them lying on beds, and others sitting on chairs. There are also a few bowls and a potted plant present in the scene. The people appear to be of Asian descent, and they are in a room that resembles a spa or a relaxation area. The potted plant in the room might have cultural significance, as it could be a symbol of relaxation and rejuvenation, as well as a way to connect with nature and bring a sense of tranquility to the space. The people in the image might practice relaxation and self-care by engaging in activities like meditation, massage, or simply resting. The spa or relaxation area plays an essential role in their daily lives, as it promotes physical and mental well-being.",0.255859375,0.220458984375,0.255859375,0.2152099609375,0.375,30,0.625,28
Let the Bullets Fly,"rob, countryside, gang",MC-VCR_sample/15.jpg,"person, person, person, person, person, person, person, person, person, person, person, person",MC-VCR_sample/15.json,east-asia,"shield, cheer, crowd, hand, person, leader, man","In the image, there is a man wearing a mask, surrounded by a group of people in traditional clothing. The man with the mask is the focal point of the scene. The other people in the image are wearing traditional clothing, which suggests that the image might be related to a cultural event or celebration. The mask worn by the man in the image differs from traditional masks in other cultures in terms of design, materials, or symbolism. The mask in the image likely holds cultural or religious significance, as it is being worn by a man in traditional clothing during a celebration or event.",0.292724609375,0.2293701171875,0.292724609375,0.24169921875,0.3035714285714285,17,0.5714285714285714,17
Ordinary World,"drought, dry, house, children, grandpa, cave",MC-VCR_sample/16.jpg,"person, person, person, person",MC-VCR_sample/16.json,east-asia,"bend, boy, child, girl, person, man, pet, stand, warehouse, woman","In the image, there is a group of people, including a man and a child, standing in front of a building. The man is wearing a hat, and there is a dog nearby. The scene appears to be set in a village. The cultural significance of the hat the man is wearing is not clear from the image. The people in the image interact with the dog by playing with it. The building in the village likely serves as a gathering place or a place for daily activities. The typical attire for people in this village includes hats and traditional clothing. The villagers interact with each other in their daily lives through socializing and engaging in communal activities. The man and the child in the image may have a close relationship, such as being family members. Dogs play a role in the village culture as companions and are considered good luck charms. The villagers preserve their cultural traditions by passing them down through generations and participating in cultural festivals and events. The impact of modernization on the village's cultural practices is not evident from the image. The man in the image may hold a leadership or mentorship role within the village community.",0.261962890625,0.2193603515625,0.261962890625,0.222412109375,0.4339622641509434,46,0.9,42
Ordinary World,"funeral, mourn, dead, family",MC-VCR_sample/17.jpg,"person, person",MC-VCR_sample/17.json,east-asia,"creek, couple, path, girl, person, lush, man, shovel, stand, woman","In the image, there are three people standing in a grassy field. One person is holding a child, while the other two people are standing nearby. The scene appears to be a casual gathering or a family outing. This could be related to Romanian culture as it might be a family spending time outdoors, enjoying nature and the scenery. A question I would like to ask is, ""What is the significance of this location to the family and their culture?"" In Romania, outdoor gatherings are quite common, especially during the warmer months. Families and friends often come together to enjoy picnics, barbecues, or simply spending time outdoors. As for childcare practices, Romanian parents tend to be very attentive and nurturing towards their children. They often prioritize spending quality time with their kids and engaging in activities that promote their development and well-being.",0.27001953125,0.2176513671875,0.268798828125,0.2255859375,0.40625,39,0.4,37
Ordinary World,"bed, warm, smoke, beer, luck",MC-VCR_sample/18.jpg,"person, person, dining table, cup, dining table",MC-VCR_sample/18.json,east-asia,"conversation, table, dinning table, food, person, man, sit, tile wall","In the image, there are two people sitting at a dining table, with one person sitting on the floor. The table is surrounded by various objects, including a cup, a bowl, a bottle, and a spoon. There is also a bed in the room. The presence of a dining table, a bed, and the people sitting at the table suggest that this scene takes place in a home setting. The objects on the table, such as the cup, bowl, and spoon, indicate that the people are likely having a meal or preparing to eat. In some countries, sitting on the floor while eating is a sign of respect and humility. It is also a way to be closer to the earth and feel more connected to the food. In China, sitting on the floor is a common practice during meals, especially when eating with family or friends. It is seen as a way to show respect and closeness to the people around you.",0.276611328125,0.228271484375,0.276611328125,0.252197265625,0.4069767441860465,35,0.625,35
Crime Scene2,"family, party, meal, respect, angry",MC-VCR_sample/19.jpg,"person, person, person, bowl, bowl, dining table, spoon, wineglass, person, wineglass, person, vase, bowl, bowl, cup, bowl, person, person, bowl, spoon, chair, bowl",MC-VCR_sample/19.json,east-asia,"table, dinner, dinner party, dinning table, family, feast, food, person, meal, platter, sit","In the image, there is a group of people gathered around a dining table, enjoying a meal together. The table is filled with various dishes, including bowls, cups, and wine glasses. There are also several bottles and a vase on the table. The people are engaged in conversation and enjoying each other's company. The presence of wine glasses, bowls, and cups suggests that this meal might be inspired by different cultures, as these items are commonly used in various dining traditions around the world. The bottles could contain different types of beverages, such as wine, beer, or other drinks, which might also be influenced by cultural preferences. The vase could be used for decorative purposes or to hold flowers, which could be a reflection of the cultural background of the people in the image. The dining table plays a significant role in the cultural traditions of the people in the image, as it is a central element in many dining customs around the world. The choice of dishes, beverages, and table settings reflect the social norms and customs of the people in the image, and the conversations taking place at the table reflect the cultural diversity of the people present.",0.285888671875,0.25146484375,0.285888671875,0.271728515625,0.38,38,0.5454545454545454,38
Crime Scene2,"police, policeman, discussion, case",MC-VCR_sample/20.jpg,"person, person, person",MC-VCR_sample/20.json,east-asia,"clipboard, conversation, jacket, man, office building, pen, room, stand, talk","In the image, there are two men standing in a hallway, one wearing a red shirt and the other wearing a black jacket. They are both looking at a clipboard. There are also two potted plants in the scene, one on the left side and the other on the right side. The men's clothing choices reflect their personal cultural backgrounds, with the red shirt possibly representing good fortune in Chinese culture, while the black jacket might be associated with mourning or formal occasions in India. The potted plants in the hallway could be a reflection of the cultural preferences of the building's occupants, as they bring a sense of nature and tranquility indoors. Clipboards play different roles in various cultures, but in this context, they might be used for work-related matters or casual conversations.",0.310546875,0.252685546875,0.310546875,0.287353515625,0.4235294117647059,36,0.3333333333333333,38
Empresses in the Palace,"ancient, forgive, servant, royalty, queen, apologize, palace",MC-VCR_sample/21.jpg,"person, person, person, person, person, person, person, person, person, person, person, person",MC-VCR_sample/21.json,east-asia,"building, costume, dress, garment, person, palace, red, robe, stand, temple, traditional, walk, wear, woman","In the image, there is a group of people dressed in traditional Asian clothing, standing in front of a building. The people are wearing various outfits, including kimonos and other traditional garments. There are also several handbags and a suitcase visible in the scene. The traditional outfits worn by the people in the image likely represent their cultural heritage and traditions. In Romania, traditional outfits are often made from wool and feature intricate designs and patterns. They are typically worn on special occasions, such as weddings, festivals, and cultural events. The handbags and suitcase in the image may also have cultural significance, depending on their specific design and origin.",0.34375,0.242919921875,0.34375,0.25048828125,0.4328358208955223,29,0.3571428571428571,28
Empresses in the Palace,"dance, palace, party, servant, royalty, happy",MC-VCR_sample/22.jpg,"person, person, person, person, person, person, person, person, person, person, person",MC-VCR_sample/22.json,east-asia,"cloth, dance, dancer, dress, garment, girl, person, perform, pink, preacher, robe, traditional, veil, wear, woman","In the image, there is a woman in a pink dress and a man in a white robe, surrounded by various objects such as a dining table, a bowl, a vase, and a cup. The scene appears to be set in a room with a dining table and chairs. The woman in the pink dress and the man in the white robe represent different styles of clothing, showcasing the blend of cultures in the image. The dining table, bowl, vase, and cup are common objects found in various cultures, showcasing the universality of certain everyday items. The image highlights the significance of cultural influences and traditions in everyday life.",0.28125,0.2225341796875,0.28125,0.228759765625,0.4067796610169492,24,0.5333333333333333,25
Empresses in the Palace,"papercut, festival, servant, concubine, palace, royalty, luck, celebration",MC-VCR_sample/23.jpg,"person, person, person, person, person, person, person",MC-VCR_sample/23.json,east-asia,"actor, child, costume, dress, family, garment, geisha, girl, person, play, pose, stand, traditional, woman","In the image, there are four women wearing traditional Chinese clothing and sitting around a table, with one of them holding a deck of cards. The women might be engaging in a game or a social activity, which reflects their cultural values and beliefs. The act of playing cards in a Chinese setting differs from playing cards in a Western setting, as it often involves social interactions and bonding with friends or family members. The image portrays the importance of shared experiences and leisure activities in Chinese culture, as well as the significance of the traditional clothing worn by the women.",0.285400390625,0.273681640625,0.285400390625,0.3046875,0.3939393939393939,26,0.5,26
Juezhannanjing,"military, strategy, war, soldier, general, meeting",MC-VCR_sample/24.jpg,"person, person, person, person, person, person, chair, chair, cup, suitcase",MC-VCR_sample/24.json,east-asia,"table, dinning table, dress, food, person, man, meal, soldier, uniform, wear","In the image, there is a group of people sitting around a dining table, with some of them wearing uniforms. The table is set with various objects such as cups, bowls, and a cake. There are also chairs placed around the table. The presence of uniforms suggests that the gathering might be related to a formal event or a cultural celebration. The cups, bowls, and cake indicate that the people are sharing a meal or a dessert. The gathering could be a special occasion or a ceremony, and the people are enjoying food and each other's company. The uniforms worn by some of the people could signify that they hold a specific role or position within the gathering, such as being part of a cultural or religious organization, or representing a particular group or family.",0.26806640625,0.2359619140625,0.26806640625,0.27734375,0.4615384615384615,36,1.1,37
Juezhannanjing,"temple, buddist, religion, lovers, general, bless, luck, pray",MC-VCR_sample/25.jpg,"person, person, tie",MC-VCR_sample/25.json,east-asia,"army, conversation, drama, dress, garment, guard, person, man, officer, stand, uniform, vest, wear, woman","In the image, there is a man wearing a military uniform and a woman wearing an orange vest. They are standing in front of a yellow wall. The man is also wearing a hat. The military uniform represents the values and traditions of a specific culture, symbolizing discipline, respect, and authority. The role of the military in various cultures and societies varies, but it often serves as a means of communication and camaraderie among service members. The cultural significance of the yellow wall and the orange vest is not clear from the image, but the military uniform and hat serve as a symbol of rank, status, or authority in different cultures.",0.308349609375,0.27099609375,0.308349609375,0.2548828125,0.4153846153846154,27,0.6428571428571429,30
Juezhannanjing,"breakfast, pancake, egg, cook, soldier, troop",MC-VCR_sample/26.jpg,"person, person, person, person, bowl, bowl, bowl, oven, potted plant, bowl",MC-VCR_sample/26.json,east-asia,"alley, cob, cook, food, person, man, pot, stool, street vendor, woman","In the image, there is a group of people gathered around a table with food on it. The presence of the hot plate and the bowls suggests that the food being served is likely traditional or representative of the culture of the people in the image. The act of sharing a meal contributes to the strengthening of cultural bonds and the exchange of cultural knowledge and traditions. The food being served may influence the conversation and interactions among the people, as well as create a sense of unity and connection among them.",0.24853515625,0.2381591796875,0.24853515625,0.20068359375,0.509090909090909,28,0.3,26
Like a Flowing River,"criticize, apologize, office, officer, slogan",MC-VCR_sample/27.jpg,"person, person, person, person, cup",MC-VCR_sample/27.json,east-asia,"lamp, bulletin board, classroom, conversation, table, person, man, room, stand, talk, woman, writing","In the image, there are three people standing in a room, with two of them wearing ties. The room also contains a desk, a chair, and a book. The people appear to be of Asian descent. The ties worn by the two people in the image differ in terms of design, color, or pattern. The presence of a book in the image reflects the cultural values or practices of the people in the room. The room's layout and arrangement, along with the presence of a desk and chair, play a significant role in the cultural context of the image.",0.28076171875,0.2265625,0.28076171875,0.229248046875,0.3818181818181818,21,0.3333333333333333,20
Like a Flowing River,"roommate, college, university, meal, dormitory",MC-VCR_sample/28.jpg,"person, person, cup, person, bottle, person, cup, person, cup, cup, dining table, bottle",MC-VCR_sample/28.json,east-asia,"beverage, bunk bed, chopstick, conversation, table, drink, food, person, man, sit, train car","In the image, there are three people sitting around a dining table, enjoying a meal together. The table is filled with various objects, including cups, bowls, a bottle, a fork, a knife, and a spoon. There is also a book on the table. The presence of cups, bowls, and a bottle suggests that the people are having a meal, possibly sharing a drink or a dish. The fork and knife indicate that they are using utensils to eat their food. The book on the table could be a source of conversation or entertainment during the meal. In India, sharing meals with family and friends is a common tradition. In Romania, traditional dishes like mămăligă and mititei are typically served during a meal. In China, tea is a popular beverage and is often enjoyed during meals.",0.294189453125,0.231689453125,0.294189453125,0.2484130859375,0.4216867469879518,35,0.5454545454545454,37
Like a Flowing River,"wedding, countryside, couple, villager, party",MC-VCR_sample/29.jpg,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, umbrella, person, chair, person, person, person",MC-VCR_sample/29.json,east-asia,"building, crowd, crowded, collect, gathering, hay, person, hut, man, stand, writing","In the image, there is a group of people sitting around a dining table, with some of them wearing hats. The table is set with cups, bowls, and a spoon. The people are engaged in conversation and enjoying their meal together. The act of sharing a meal in this setting reflects the values of community and social bonds in the culture of the people in the image. The cups, bowls, and spoons used in the meal are common tableware and utensils that are used in many cultures, including India, where the image is set. The act of sharing food and drinks in this gathering demonstrates the importance of family and community in the culture of the people in the image.",0.263916015625,0.2293701171875,0.263916015625,0.2283935546875,0.3934426229508196,24,0.5454545454545454,25
Like a Flowing River,"funeral, mourn, angry, cry, sadness",MC-VCR_sample/30.jpg,"person, person, person, person, person",MC-VCR_sample/30.json,east-asia,"adjust, business suit, person, man, tie","In the image, there are three men standing in a room, with one of them wearing a blue jacket. The presence of a cell phone in the image reflects the impact of technology on different cultures, as it is a global phenomenon that has influenced various societies. The house plays a significant role in the cultural context of the image, as it provides a glimpse into the men's daily lives and their cultural backgrounds. The men's interactions with each other in the image reflect their cultural backgrounds, as their body language and facial expressions can provide insights into their social dynamics and cultural identities.",0.2392578125,0.2220458984375,0.2392578125,0.25048828125,0.4477611940298507,30,0.2,27
Like a Flowing River,"funeral, mourn, comfort, cry, sadness",MC-VCR_sample/31.jpg,"person, person, person, person",MC-VCR_sample/31.json,east-asia,"conversation, laugh, man, stand, tie, wear, writing","In the image, there are two men, one of whom is wearing glasses. They are standing in front of a wall with a picture on it. The man without glasses is wearing a black jacket, while the other man is wearing a black shirt. There is also a tie visible in the scene. The image could be related to different cultures in various ways. For instance, the glasses and black jacket might be associated with a professional or formal setting, which could be related to business or formal events in different cultures. The tie could be a symbol of formality or tradition in some cultures. The picture on the wall might represent a cultural or historical significance, depending on its content.

In India, glasses are often associated with intelligence and knowledge. In Romania, glasses are often associated with intellectual or professional individuals. In Chinese culture, crying is often associated with sadness or emotional distress. The picture on the wall might also have a cultural or historical significance in China, depicting scenes from mythology, folklore, or famous historical events. The clothing of the two men in the image could be related to a professional or formal setting in both India and Romania, while the other man's black shirt could be a casual or more relaxed version of formal attire. The tie in the image could be a symbol of formality or tradition in different cultures.",0.24169921875,0.2216796875,0.25,0.2303466796875,0.3980582524271844,41,1.1428571428571428,42
Like a Flowing River,"leisure, elders, play, mahjong, card",MC-VCR_sample/32.jpg,"person, person, person, person, person, person",MC-VCR_sample/32.json,east-asia,"board game, card game, chess, cigarette, conversation, table, domino, game, person, man, play, woman","In the image, there is a group of people playing a game on a checkerboard. The game is placed on a dining table, and there are multiple chairs around the table. Some of the players are wearing ties, which may indicate a formal or cultural significance to the game. The game appears to be a variation of chess or a similar checkerboard game, and it may have cultural or historical significance in the context of the players' backgrounds.",0.19384765625,0.218017578125,0.19384765625,0.2264404296875,0.375,18,0.3333333333333333,17
Like a Flowing River,"hospital, register, visit",MC-VCR_sample/33.jpg,"person, person, person, person, person, person, handbag, person, clock",MC-VCR_sample/33.json,east-asia,"building, bulletin board, classroom, doorway, hand, girl, person, pink, red, room, school, shirt, stand, talk, woman","In the image, a group of people is standing in line, waiting to be served. They are standing in front of a counter with a clock on the wall above it. There are also several handbags visible in the scene. The line and counter serve a purpose in facilitating cultural exchange and understanding, as people from different cultures come together to wait and be served. The presence of the clock on the wall above the counter may serve a cultural purpose by promoting punctuality and time management values. The handbags in the scene reflect the personal belongings and identities of the people in the line, and may also reflect the fashion and style preferences of the individuals.",0.275146484375,0.2193603515625,0.275146484375,0.2164306640625,0.4354838709677419,27,0.2,27
Like a Flowing River2,"wedding, restaurant, couple, waitress, friend, relative, party, celebration",MC-VCR_sample/34.jpg,"person, person, person, person, person, person, person, person, person, tie, potted plant, potted plant",MC-VCR_sample/34.json,east-asia,"building, business suit, businessman, conversation, doorway, elevator, enter, person, man, office building, shake, stand, talk, woman","In the image, there is a group of people, including a woman in a red dress, shaking hands with a man in a white shirt. The scene appears to be a gathering or a social event. The handshake is a common way of greeting someone in various cultures, but the specifics may vary. In Romania, handshakes are usually accompanied by direct eye contact and a smile.",0.259033203125,0.265380859375,0.259033203125,0.278076171875,0.4285714285714285,21,0.5714285714285714,20
Like a Flowing River2,"arrest, prisoner, friends",MC-VCR_sample/35.jpg,"person, person, person",MC-VCR_sample/35.json,east-asia,"hug, person, man, stand, woman","In the image, there are two people standing in a room with a window. One person is wearing a striped shirt, while the other person is wearing a blue shirt. The room also features a chair and a potted plant. The conversation revolves around the use of stripes in clothing and the incorporation of plants and greenery in living spaces across different cultures. The individuals' clothing choices reflect their cultural backgrounds and personal styles. The presence of a potted plant in the room highlights the importance of greenery in enhancing the aesthetics of living spaces in various cultures.",0.260009765625,0.2061767578125,0.258056640625,0.1907958984375,0.4310344827586206,25,0.2,27
So Young,"dormitory, boyfriend, visit, college, university",MC-VCR_sample/36.jpg,"person, person, bed, person, person, person, person, bowl, person, bottle, bottle",MC-VCR_sample/36.json,east-asia,"closet, doorway, dressing room, girl, person, locker, man, room, selfie, stand, woman","In the image, there are two women standing in a doorway, one wearing a blue coat and the other wearing a pink coat. They are both holding books, and there is a backpack nearby. The scene appears to be set in a room with a refrigerator and a cup. The colors of the women's coats may represent different cultural aspects, as pink is often associated with femininity in India and Romania, while blue is a popular color in China. The books held by the women may play a role in their personal and professional lives, reflecting their cultural identities and values. The backpack may also hold significance in the context of their cultural identities, as it could represent their lifestyle or interests.",0.29345703125,0.25634765625,0.29345703125,0.279541015625,0.44,33,0.2727272727272727,31
